中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,25 ms,766 Mbps,98099 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,22 ms,6 Mbps,814 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,59 ms,475 Mbps,60825 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,68 ms,384 Mbps,49254 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,83 ms,485 Mbps,62156 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,63 ms,316 Mbps,40448 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,57 ms,344 Mbps,44134 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,90 ms,223 Mbps,28569 kB/s
129.146.46.164,443,129.146.46.164,US,322 Mbps,41267 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,59 ms,328 Mbps,41984 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,65 ms,498 Mbps,63795 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,74 ms,310 Mbps,39731 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,96 ms,236 Mbps,30208 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,96 ms,290 Mbps,37171 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,105 ms,50 Mbps,6493 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,93 ms,47 Mbps,6043 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,160 ms,122 Mbps,15667 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,173 ms,39 Mbps,5061 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,172 ms,41 Mbps,5306 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,173 ms,25 Mbps,3202 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,207 ms,41 Mbps,5283 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,228 ms,26 Mbps,3426 kB/s
