中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
3.144.191.4,443,3.144.191.4,US,Columbus,中转,35 ms,696 Mbps,89088 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,50 ms,409 Mbps,52428 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,63 ms,296 Mbps,37888 kB/s
35.230.79.26,443,34.168.20.69,US,Seattle,隧道,49 ms,436 Mbps,55808 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,97 ms,188 Mbps,24064 kB/s
35.202.158.120,443,35.202.158.120,US,Dallas,中转,13 ms,912 Mbps,116736 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,60 ms,420 Mbps,53862 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,54 ms,409 Mbps,52428 kB/s
35.197.23.75,443,34.168.20.69,US,Seattle,隧道,52 ms,189 Mbps,24268 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,51 ms,424 Mbps,54272 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,15 ms,452 Mbps,57958 kB/s
129.146.133.33,443,129.146.133.33,US,Los Angeles,中转,125 ms,356 Mbps,45670 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,21 ms,59 Mbps,7588 kB/s
192.18.148.248,443,192.18.148.248,CA,Toronto,中转,37 ms,122 Mbps,15667 kB/s
152.67.233.64,443,2603:c024:c004:dd3f:333e:3245:d0f3:9f67,US,San Jose,隧道,56 ms,179 Mbps,22937 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,144 ms,117 Mbps,15052 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,101 ms,37 Mbps,4816 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,50 ms,382 Mbps,48947 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,,colo.txt:Los Angeles,隧道,0 ms,8 Mbps,1054 kB/s
129.159.37.229,443,129.159.37.229,US,San Jose,中转,52 ms,46 Mbps,5930 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,22 ms,247 Mbps,31641 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,53 ms,427 Mbps,54681 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,104 ms,29 Mbps,3823 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,111 ms,194 Mbps,24883 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,66 ms,379 Mbps,48537 kB/s
34.82.76.253,443,34.19.48.92,US,Seattle,隧道,51 ms,449 Mbps,57548 kB/s
152.67.78.184,443,152.67.78.184,CH,Zurich,中转,117 ms,43 Mbps,5564 kB/s
192.9.237.203,443,192.9.237.203,US,San Jose,中转,52 ms,45 Mbps,5817 kB/s
192.9.158.188,443,2a09:bac5:6443:1232::1d0:aa,US,San Jose,隧道,55 ms,222 Mbps,28467 kB/s
129.146.220.190,443,2603:c020:b:c87e:e94d:56e:f44a:60ac,US,Los Angeles,隧道,171 ms,152 Mbps,19456 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,111 ms,179 Mbps,22937 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,55 ms,344 Mbps,44134 kB/s
132.226.31.178,443,2a09:bac5:60ee:1173::1bd:e9,US,Los Angeles,隧道,51 ms,46 Mbps,5975 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,172 ms,89 Mbps,11468 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,112 ms,172 Mbps,22016 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,103 ms,165 Mbps,21196 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,80 ms,389 Mbps,49868 kB/s
134.65.59.100,443,134.65.59.100,GB,London,中转,106 ms,0 Mbps,35 kB/s
144.22.252.124,443,144.22.252.124,BR,São Paulo,中转,132 ms,115 Mbps,14745 kB/s
193.122.101.195,443,193.122.101.195,KR,Seoul,中转,195 ms,67 Mbps,8693 kB/s
141.144.193.16,443,2606:f240:f00:5a42:0:a7f5:a38e:cb50,US,Frankfurt,隧道,110 ms,141 Mbps,18124 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,103 ms,208 Mbps,26726 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,102 ms,202 Mbps,25907 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,109 ms,184 Mbps,23654 kB/s
140.238.195.98,443,140.238.195.98,AU,Sydney,中转,187 ms,40 Mbps,5151 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,171 ms,112 Mbps,14336 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,132 ms,37 Mbps,4761 kB/s
168.138.212.87,443,168.138.212.87,JP,Tokyo,中转,215 ms,68 Mbps,8750 kB/s
129.150.50.63,443,129.150.50.63,SG,Singapore,中转,221 ms,70 Mbps,9020 kB/s
131.186.28.236,443,131.186.28.236,KR,Seoul,中转,205 ms,29 Mbps,3780 kB/s
