中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,66 ms,326 Mbps,41779 kB/s
34.82.76.253,443,34.168.30.215,US,Seattle,隧道,67 ms,299 Mbps,38297 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,92 ms,207 Mbps,26521 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,70 ms,247 Mbps,31641 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,65 ms,312 Mbps,40038 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,82 ms,63 Mbps,8109 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,67 ms,380 Mbps,48640 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,93 ms,234 Mbps,30003 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,65 ms,272 Mbps,34816 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,14 ms,36 Mbps,4691 kB/s
198.46.188.190,443,2a09:bac5:a5fb:7cd::c7:c,US,Buffalo,隧道,31 ms,80 Mbps,10240 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,57 ms,409 Mbps,52428 kB/s
129.146.7.98,443,2a09:bac5:60eb:1173::1bd:8d,US,Los Angeles,隧道,64 ms,78 Mbps,10035 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,85 ms,570 Mbps,73011 kB/s
168.138.66.11,443,168.138.66.11,CA,Toronto,中转,230 ms,23 Mbps,2963 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,55 ms,564 Mbps,72294 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,34 ms,629 Mbps,80588 kB/s
35.230.79.26,443,34.83.26.184,US,Seattle,隧道,72 ms,277 Mbps,35532 kB/s
168.138.71.220,443,168.138.71.220,CA,Toronto,中转,84 ms,57 Mbps,7387 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,71 ms,273 Mbps,35020 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,70 ms,46 Mbps,5890 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,65 ms,325 Mbps,41676 kB/s
129.153.119.97,443,129.153.119.97,US,Los Angeles,中转,70 ms,49 Mbps,6301 kB/s
144.24.189.21,443,144.24.189.21,DE,Frankfurt,中转,96 ms,42 Mbps,5417 kB/s
152.67.233.64,443,2603:c024:c004:dd3f:333e:3245:d0f3:9f67,US,San Jose,隧道,74 ms,136 Mbps,17510 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,156 ms,228 Mbps,29286 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,50 ms,585 Mbps,74956 kB/s
