中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,35 ms,561 Mbps,71884 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,74 ms,200 Mbps,25702 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,61 ms,308 Mbps,39526 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,25 ms,556 Mbps,71270 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,34 ms,679 Mbps,86937 kB/s
35.197.23.75,443,34.169.47.4,US,Seattle,隧道,65 ms,321 Mbps,41164 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,140 ms,276 Mbps,35328 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,69 ms,234 Mbps,30003 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,70 ms,271 Mbps,34713 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,70 ms,272 Mbps,34918 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,25 ms,62 Mbps,7968 kB/s
141.147.110.186,443,2a0b:21c0:1007:1cb:0:c4f4:e5df:7358,DE,Frankfurt,隧道,96 ms,136 Mbps,17510 kB/s
130.61.170.78,443,130.61.170.78,DE,Frankfurt,中转,90 ms,120 Mbps,15462 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,72 ms,322 Mbps,41267 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,114 ms,274 Mbps,35123 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,27 ms,515 Mbps,65945 kB/s
130.162.228.90,443,130.162.228.90,DE,Frankfurt,中转,90 ms,52 Mbps,6773 kB/s
144.22.252.124,443,144.22.252.124,BR,S
