中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,16 ms,52 Mbps,6730 kB/s
35.230.79.26,443,35.212.133.201,US,Seattle,隧道,50 ms,504 Mbps,64614 kB/s
35.197.23.75,443,35.212.133.201,US,Seattle,隧道,51 ms,475 Mbps,60825 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,38 ms,756 Mbps,96870 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,18 ms,880 Mbps,112640 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,51 ms,437 Mbps,56012 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,15 ms,83 Mbps,10649 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,17 ms,1192 Mbps,152576 kB/s
34.82.76.253,443,34.19.99.159,US,Seattle,隧道,52 ms,329 Mbps,42188 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,48 ms,451 Mbps,57753 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,59 ms,342 Mbps,43827 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,50 ms,554 Mbps,70963 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,51 ms,404 Mbps,51814 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,57 ms,217 Mbps,27852 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,56 ms,489 Mbps,62668 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,107 ms,41 Mbps,5258 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,113 ms,177 Mbps,22732 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,102 ms,183 Mbps,23449 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,115 ms,216 Mbps,27648 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,120 ms,173 Mbps,22220 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,117 ms,235 Mbps,30105 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,118 ms,49 Mbps,6293 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,109 ms,49 Mbps,6323 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,109 ms,49 Mbps,6286 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,108 ms,45 Mbps,5881 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,158 ms,131 Mbps,16793 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,161 ms,3 Mbps,479 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,170 ms,42 Mbps,5394 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,158 ms,43 Mbps,5606 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,119 ms,38 Mbps,4989 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,181 ms,38 Mbps,4960 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,179 ms,92 Mbps,11776 kB/s
130.162.144.191,443,2a09:bac5:4730:155::22:11b,KR,Seoul,隧道,192 ms,39 Mbps,5075 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,191 ms,37 Mbps,4747 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,217 ms,2 Mbps,289 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,218 ms,9 Mbps,1159 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,225 ms,71 Mbps,9164 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,233 ms,2 Mbps,352 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,183 ms,37 Mbps,4747 kB/s
149.129.8.215,443,47.254.87.121,US,San Jose,隧道,223 ms,3 Mbps,507 kB/s
193.123.80.245,443,193.123.80.245,AE,Frankfurt,中转,240 ms,28 Mbps,3690 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,236 ms,12 Mbps,1624 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,283 ms,0 Mbps,19 kB/s
47.57.233.126,443,47.88.10.133,US,San Jose,隧道,194 ms,0 Mbps,37 kB/s
