中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,6 ms,7 Mbps,971 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,18 ms,840 Mbps,107520 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,70 ms,394 Mbps,50483 kB/s
35.230.79.26,443,35.212.174.187,US,Seattle,隧道,69 ms,404 Mbps,51712 kB/s
35.197.23.75,443,35.212.174.187,US,Seattle,隧道,69 ms,381 Mbps,48844 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,64 ms,455 Mbps,58265 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,72 ms,302 Mbps,38707 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,88 ms,304 Mbps,39014 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,95 ms,248 Mbps,31846 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,92 ms,246 Mbps,31539 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,60 ms,280 Mbps,35942 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,92 ms,46 Mbps,6015 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,68 ms,312 Mbps,39936 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,53 ms,385 Mbps,49356 kB/s
193.123.34.7,443,2606:f240:f00:a683:0:dc23:c559:bb9a,DE,Frankfurt,隧道,96 ms,242 Mbps,31027 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,96 ms,47 Mbps,6133 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,162 ms,128 Mbps,16384 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,168 ms,43 Mbps,5593 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,176 ms,45 Mbps,5874 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,172 ms,44 Mbps,5715 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,222 ms,37 Mbps,4755 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,308 ms,6 Mbps,846 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,209 ms,88 Mbps,11366 kB/s
