中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,70 ms,143 Mbps,18329 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,36 ms,546 Mbps,69939 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,26 ms,496 Mbps,63488 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,86 ms,112 Mbps,14336 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,126 ms,271 Mbps,34713 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,86 ms,45 Mbps,5861 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,94 ms,220 Mbps,28160 kB/s
138.3.254.39,443,138.3.254.39,,Frankfurt,中转,0 ms,212 Mbps,27136 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,26 ms,516 Mbps,66150 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,86 ms,39 Mbps,5060 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,77 ms,210 Mbps,26931 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,77 ms,286 Mbps,36659 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,69 ms,308 Mbps,39424 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,68 ms,99 Mbps,12697 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,64 ms,16 Mbps,2107 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,94 ms,195 Mbps,24985 kB/s
35.230.79.26,443,35.233.216.70,US,Seattle,隧道,73 ms,300 Mbps,38400 kB/s
34.82.76.253,443,35.233.242.94,US,Seattle,隧道,71 ms,280 Mbps,35942 kB/s
129.80.116.250,443,2603:c020:4008:16ca:19e9:40f5:b8a0:c008,US,Newark,隧道,60 ms,616 Mbps,78848 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,77 ms,259 Mbps,33177 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,125 ms,184 Mbps,23552 kB/s
150.136.61.148,443,2603:c020:4009:349a:e5b2:21c2:5db7:b3d3,US,Newark,隧道,43 ms,59 Mbps,7585 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,68 ms,300 Mbps,38400 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,91 ms,198 Mbps,25395 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,69 ms,290 Mbps,37171 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,90 ms,250 Mbps,32051 kB/s
146.56.161.229,443,146.56.161.229,KR,Seoul,中转,193 ms,78 Mbps,9987 kB/s
141.145.217.226,443,141.145.217.226,FR,Paris,中转,97 ms,45 Mbps,5836 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,92 ms,239 Mbps,30617 kB/s
129.153.223.37,443,129.153.223.37,US,Los Angeles,中转,67 ms,326 Mbps,41779 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,156 ms,571 Mbps,73113 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,79 ms,208 Mbps,26624 kB/s
140.238.82.21,443,2a0b:21c0:100a:1b4:0:5:1272:a169,DE,Frankfurt,隧道,94 ms,133 Mbps,17100 kB/s
35.197.23.75,443,35.233.216.70,US,Seattle,隧道,72 ms,322 Mbps,41267 kB/s
129.159.37.229,443,129.159.37.229,US,San Jose,中转,74 ms,45 Mbps,5837 kB/s
141.147.106.208,443,23.236.112.222,AE,Frankfurt,隧道,120 ms,133 Mbps,17100 kB/s
129.146.133.33,443,129.146.133.33,US,Los Angeles,中转,99 ms,283 Mbps,36249 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,88 ms,50 Mbps,6455 kB/s
130.162.250.180,443,2603:c020:8014:a8ee:cad4:eb37:5749:cafa,DE,Frankfurt,隧道,88 ms,135 Mbps,17305 kB/s
141.147.41.178,443,2a0b:21c0:1007:c7:0:38ee:57c8:17f7,DE,Frankfurt,隧道,156 ms,220 Mbps,28160 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,90 ms,237 Mbps,30412 kB/s
47.89.182.61,443,47.251.149.54,US,San Jose,隧道,70 ms,2 Mbps,336 kB/s
144.22.252.124,443,144.22.252.124,BR,São Paulo,中转,117 ms,150 Mbps,19251 kB/s
138.2.154.61,443,2a0b:21c0:1007:1cb:0:75a:c841:6304,DE,Frankfurt,隧道,87 ms,140 Mbps,18022 kB/s
140.238.88.47,443,140.238.88.47,GB,London,中转,200 ms,225 Mbps,28876 kB/s
144.21.38.56,443,2a0b:21c0:1007:1c8:0:3272:7456:598e,DE,Frankfurt,隧道,121 ms,207 Mbps,26521 kB/s
152.70.88.98,443,2a09:bac5:4754:1482::20b:3f,KR,Seoul,隧道,193 ms,30 Mbps,3928 kB/s
146.56.101.141,443,146.56.101.141,KR,Seoul,中转,182 ms,24 Mbps,3110 kB/s
141.147.88.252,443,2a0b:21c0:100a:1b5:0:e1ea:b72c:39d5,DE,Frankfurt,隧道,93 ms,116 Mbps,14848 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,209 ms,35 Mbps,4547 kB/s
130.61.222.184,443,130.61.222.184,DE,Frankfurt,中转,87 ms,206 Mbps,26419 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,200 ms,81 Mbps,10444 kB/s
152.70.248.96,443,2a09:bac1:3f00:90::22:10f,KR,Seoul,隧道,193 ms,1 Mbps,137 kB/s
141.147.184.160,443,141.147.184.160,JP,Tokyo,中转,220 ms,58 Mbps,7460 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,205 ms,67 Mbps,8701 kB/s
129.154.50.220,443,129.154.50.220,KR,Seoul,中转,185 ms,80 Mbps,10342 kB/s
140.238.28.86,443,140.238.28.86,KR,Seoul,中转,193 ms,80 Mbps,10240 kB/s
155.248.184.2,443,155.248.184.2,JP,Tokyo,中转,308 ms,37 Mbps,4789 kB/s
129.146.240.62,443,129.146.240.62,US,Los Angeles,中转,87 ms,248 Mbps,31744 kB/s
141.147.161.162,443,2602:ffe4:407:20da:0:31c0:f63a:e768,SG,Singapore,隧道,247 ms,48 Mbps,6199 kB/s
152.67.44.30,443,152.67.44.30,BR,São Paulo,中转,116 ms,44 Mbps,5640 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,189 ms,74 Mbps,9502 kB/s
8.209.217.106,443,8.209.217.106,JP,Tokyo,中转,165 ms,27 Mbps,3537 kB/s
8.210.92.27,443,8.210.92.27,HK,Hong Kong,中转,205 ms,0 Mbps,32 kB/s
144.24.78.162,443,144.24.78.162,KR,Seoul,中转,186 ms,51 Mbps,6643 kB/s
158.178.238.239,443,104.28.222.46,SG,Singapore,隧道,221 ms,25 Mbps,3323 kB/s
8.211.54.130,443,8.211.54.130,DE,Singapore,中转,89 ms,36 Mbps,4679 kB/s
129.154.207.203,443,2a09:bac1:3f00:90::22:100,KR,Seoul,隧道,196 ms,84 Mbps,10752 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,225 ms,2 Mbps,262 kB/s
129.150.50.63,443,129.150.50.63,SG,Singapore,中转,230 ms,61 Mbps,7893 kB/s
150.230.6.108,443,150.230.6.108,JP,Osaka,中转,206 ms,58 Mbps,7446 kB/s
8.211.197.133,443,47.251.149.55,US,San Jose,隧道,81 ms,2 Mbps,320 kB/s
47.254.157.208,443,47.251.149.54,US,San Jose,隧道,109 ms,2 Mbps,299 kB/s
129.154.46.115,443,104.28.201.82,IN,Hyderabad,隧道,212 ms,30 Mbps,3888 kB/s
8.213.134.177,443,47.251.149.50,US,San Jose,隧道,193 ms,2 Mbps,361 kB/s
