中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.139.160,443,192.9.139.160,US,San Jose,中转,5 ms,816 Mbps,104448 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,19 ms,471 Mbps,60313 kB/s
34.82.76.253,443,34.182.31.213,US,Seattle,隧道,26 ms,904 Mbps,115712 kB/s
184.169.181.217,443,184.169.181.217,US,Los Angeles,中转,1 ms,2016 Mbps,258048 kB/s
35.197.23.75,443,35.212.140.104,US,Seattle,隧道,24 ms,650 Mbps,83251 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,25 ms,444 Mbps,56934 kB/s
35.230.79.26,443,35.212.140.104,US,Seattle,隧道,23 ms,944 Mbps,120832 kB/s
129.146.46.164,443,129.146.46.164,356 Mbps,45670 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,23 ms,593 Mbps,75980 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,61 ms,364 Mbps,46592 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,66 ms,5 Mbps,735 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,115 ms,44 Mbps,5727 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,106 ms,217 Mbps,27852 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,114 ms,47 Mbps,6040 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,129 ms,225 Mbps,28876 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,147 ms,46 Mbps,5933 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,166 ms,148 Mbps,19046 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,153 ms,45 Mbps,5772 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,167 ms,123 Mbps,15769 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,180 ms,45 Mbps,5856 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,176 ms,120 Mbps,15462 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,146 ms,0 Mbps,79 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,158 ms,38 Mbps,4901 kB/s
47.57.13.107,443,8.212.22.44,HK,Hong Kong,隧道,165 ms,11 Mbps,1448 kB/s
