中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,10 ms,738 Mbps,94515 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,20 ms,7 Mbps,958 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,61 ms,461 Mbps,59084 kB/s
35.197.23.75,443,35.212.241.9,US,Seattle,隧道,63 ms,492 Mbps,63078 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,56 ms,439 Mbps,56217 kB/s
35.230.79.26,443,35.212.241.9,US,Seattle,隧道,51 ms,501 Mbps,64204 kB/s
34.82.76.253,443,34.168.69.6,US,Seattle,隧道,54 ms,469 Mbps,60108 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,59 ms,319 Mbps,40857 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,111 ms,173 Mbps,22220 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,111 ms,175 Mbps,22425 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,107 ms,41 Mbps,5307 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,153 ms,37 Mbps,4802 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,143 ms,148 Mbps,19046 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,115 ms,43 Mbps,5589 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,152 ms,39 Mbps,5038 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,194 ms,42 Mbps,5492 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,224 ms,16 Mbps,2112 kB/s
