中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
184.169.181.217,443,184.169.181.217,US,San Jose,中转,6 ms,1960 Mbps,250880 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,28 ms,364 Mbps,46694 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,27 ms,648 Mbps,82944 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,16 ms,880 Mbps,112640 kB/s
34.82.76.253,443,34.105.52.138,US,Seattle,隧道,21 ms,888 Mbps,113664 kB/s
35.197.23.75,443,35.212.173.150,US,Seattle,隧道,23 ms,1016 Mbps,130048 kB/s
35.230.79.26,443,35.212.173.150,US,Seattle,隧道,38 ms,968 Mbps,123904 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,57 ms,371 Mbps,47513 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,78 ms,39 Mbps,5086 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,109 ms,200 Mbps,25702 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,99 ms,1 Mbps,147 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,117 ms,41 Mbps,5311 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,113 ms,195 Mbps,24985 kB/s
168.138.212.80,443,168.138.212.80,JP,Osaka,中转,109 ms,26 Mbps,3358 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,116 ms,46 Mbps,5909 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,157 ms,123 Mbps,15769 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,168 ms,120 Mbps,15462 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,155 ms,36 Mbps,4716 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,153 ms,31 Mbps,4072 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,147 ms,35 Mbps,4481 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,150 ms,2 Mbps,261 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,182 ms,27 Mbps,3500 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,168 ms,129 Mbps,16588 kB/s
8.219.186.99,443,8.219.69.217,SG,Singapore,隧道,181 ms,3 Mbps,461 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,160 ms,45 Mbps,5781 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,130 ms,161 Mbps,20684 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,148 ms,43 Mbps,5514 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,153 ms,0 Mbps,3 kB/s
