中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,112 ms,252 Mbps,32256 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,81 ms,294 Mbps,37683 kB/s
47.253.161.22,443,47.253.161.22,US,Ashburn,中转,16 ms,29 Mbps,3774 kB/s
130.162.178.124,443,2a0b:21c0:1007:1c9:0:bf41:60ac:17a2,DE,Frankfurt,隧道,109 ms,127 Mbps,16281 kB/s
47.90.141.204,443,91.149.239.238,US,Los Angeles,隧道,10 ms,1 Mbps,231 kB/s
152.70.49.115,443,152.70.49.115,NL,Amsterdam,中转,91 ms,25 Mbps,3260 kB/s
141.148.147.214,443,141.148.147.214,US,Los Angeles,中转,70 ms,45 Mbps,5783 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,86 ms,22 Mbps,2905 kB/s
168.138.90.241,443,168.138.90.241,CA,Toronto,中转,35 ms,56 Mbps,7259 kB/s
129.146.7.98,443,2a09:bac1:7680:e18::26b:a5,US,Los Angeles,隧道,72 ms,58 Mbps,7465 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,39 ms,644 Mbps,82432 kB/s
47.254.17.234,443,47.254.17.234,US,San Jose,中转,147 ms,40 Mbps,5183 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,74 ms,124 Mbps,15872 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,100 ms,46 Mbps,5920 kB/s
35.197.23.75,443,35.212.251.233,US,Seattle,隧道,104 ms,372 Mbps,47718 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,75 ms,387 Mbps,49561 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,16 ms,70 Mbps,9065 kB/s
35.230.79.26,443,35.212.251.233,US,Seattle,隧道,76 ms,385 Mbps,49356 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,32 ms,599 Mbps,76697 kB/s
129.153.116.130,443,129.153.116.130,US,Los Angeles,中转,77 ms,47 Mbps,6096 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,28 ms,7 Mbps,949 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,93 ms,284 Mbps,36352 kB/s
141.144.197.5,443,2a0b:21c0:1007:c8:0:2fdf:8c28:7dc7,DE,Frankfurt,隧道,115 ms,128 Mbps,16384 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,107 ms,47 Mbps,6088 kB/s
129.146.46.164,443,129.146.46.164,,Los Angeles,中转,0 ms,286 Mbps,36659 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,83 ms,278 Mbps,35635 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,37 ms,616 Mbps,78950 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,113 ms,244 Mbps,31334 kB/s
152.67.251.232,443,152.67.251.232,US,San Jose,中转,83 ms,416 Mbps,53350 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,73 ms,46 Mbps,5978 kB/s
130.61.23.77,443,130.61.23.77,128 Mbps,16384 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,98 ms,43 Mbps,5531 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,101 ms,85 Mbps,10956 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,177 ms,122 Mbps,15667 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,114 ms,234 Mbps,30003 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,86 ms,268 Mbps,34406 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,202 ms,103 Mbps,13209 kB/s
144.22.252.124,443,144.22.252.124,BR,S
