中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,8 ms,7 Mbps,955 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,15 ms,800 Mbps,102400 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,81 ms,272 Mbps,34816 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,89 ms,228 Mbps,29286 kB/s
35.230.79.26,443,35.212.236.25,US,Seattle,隧道,68 ms,324 Mbps,41472 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,68 ms,388 Mbps,49766 kB/s
35.197.23.75,443,35.212.236.25,US,Seattle,隧道,68 ms,341 Mbps,43724 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,63 ms,314 Mbps,40243 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,89 ms,47 Mbps,6113 kB/s
152.70.56.11,443,163.123.193.3,DE,Frankfurt,隧道,94 ms,213 Mbps,27340 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,100 ms,45 Mbps,5776 kB/s
34.82.76.253,443,34.169.66.96,US,Seattle,隧道,68 ms,340 Mbps,43520 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,89 ms,272 Mbps,34816 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,98 ms,228 Mbps,29184 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,98 ms,45 Mbps,5822 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,164 ms,108 Mbps,13926 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,175 ms,38 Mbps,4909 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,174 ms,33 Mbps,4299 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,198 ms,41 Mbps,5354 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,210 ms,36 Mbps,4732 kB/s
