中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.197.23.75,443,35.212.185.117,US,Seattle,隧道,36 ms,984 Mbps,125952 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,4 ms,690 Mbps,88371 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,29 ms,641 Mbps,82124 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,14 ms,701 Mbps,89804 kB/s
34.82.76.253,443,35.185.230.104,US,Seattle,隧道,37 ms,968 Mbps,123904 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,32 ms,64 Mbps,8255 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,55 ms,372 Mbps,47718 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,96 ms,49 Mbps,6343 kB/s
192.18.134.231,443,192.18.134.231,US,Los Angeles,中转,5 ms,377 Mbps,48332 kB/s
35.230.79.26,443,35.212.185.117,US,Seattle,隧道,40 ms,952 Mbps,121856 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,63 ms,320 Mbps,41062 kB/s
192.9.139.160,443,192.9.139.160,US,Los Angeles,中转,21 ms,31 Mbps,4076 kB/s
192.18.130.65,443,192.18.130.65,US,Los Angeles,中转,2 ms,632 Mbps,80998 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,23 ms,65 Mbps,8430 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,124 ms,222 Mbps,28467 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,88 ms,49 Mbps,6358 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,156 ms,148 Mbps,18944 kB/s
192.9.146.103,443,192.9.146.103,US,Los Angeles,中转,20 ms,1144 Mbps,146432 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,29 ms,332 Mbps,42496 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,158 ms,99 Mbps,12697 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,87 ms,439 Mbps,56217 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,Seattle,隧道,120 ms,164 Mbps,20992 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,171 ms,123 Mbps,15769 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,164 ms,40 Mbps,5210 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:107,KR,Seoul,隧道,146 ms,129 Mbps,16588 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,157 ms,41 Mbps,5274 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,190 ms,3 Mbps,413 kB/s
47.90.141.204,443,91.149.239.206,US,Los Angeles,隧道,77 ms,7 Mbps,907 kB/s
130.162.144.191,443,2a09:bac5:4732:1482::20b:8c,KR,Seoul,隧道,146 ms,37 Mbps,4777 kB/s
146.56.146.67,443,146.56.146.67,KR,Seoul,中转,137 ms,132 Mbps,16998 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,176 ms,145 Mbps,18636 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,159 ms,160 Mbps,20480 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,165 ms,112 Mbps,14336 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,160 ms,20 Mbps,2574 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,171 ms,95 Mbps,12185 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,188 ms,43 Mbps,5548 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,134 ms,23 Mbps,3030 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,175 ms,32 Mbps,4215 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,177 ms,48 Mbps,6270 kB/s
152.70.56.11,443,2a0b:21c0:100a:1b5:0:ff8a:617f:2148,DE,Frankfurt,隧道,163 ms,101 Mbps,13004 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,170 ms,36 Mbps,4628 kB/s
168.138.50.249,443,168.138.50.249,JP,Osaka,中转,180 ms,34 Mbps,4365 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,170 ms,36 Mbps,4724 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,175 ms,24 Mbps,3128 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,200 ms,37 Mbps,4777 kB/s
168.138.149.17,443,168.138.149.17,BR,S
