中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.18.130.65,443,192.18.130.65,US,San Jose,中转,33 ms,581 Mbps,74444 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,36 ms,50 Mbps,6433 kB/s
35.230.79.26,443,35.212.183.118,US,Seattle,隧道,51 ms,384 Mbps,49152 kB/s
129.146.7.98,443,2a09:bac1:76a0:e18::26a:42,US,Los Angeles,隧道,56 ms,64 Mbps,8248 kB/s
34.82.76.253,443,35.185.230.104,US,Seattle,隧道,51 ms,485 Mbps,62156 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,55 ms,471 Mbps,60313 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,33 ms,596 Mbps,76288 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,46 ms,533 Mbps,68300 kB/s
35.197.23.75,443,35.212.183.118,US,Seattle,隧道,51 ms,460 Mbps,58982 kB/s
129.146.46.164,443,129.146.46.164,,colo.txt:Los Angeles,中转,0 ms,342 Mbps,43827 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,46 ms,206 Mbps,26419 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,45 ms,368 Mbps,47206 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,41 ms,715 Mbps,91545 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,36 ms,56 Mbps,7201 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,56 ms,377 Mbps,48332 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,135 ms,165 Mbps,21196 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,97 ms,207 Mbps,26521 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,130 ms,152 Mbps,19456 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,121 ms,155 Mbps,19865 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,114 ms,44 Mbps,5748 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,127 ms,42 Mbps,5408 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,114 ms,2 Mbps,275 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,153 ms,38 Mbps,4907 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,127 ms,217 Mbps,27852 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,131 ms,171 Mbps,21913 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,116 ms,39 Mbps,5038 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,133 ms,148 Mbps,19046 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,133 ms,48 Mbps,6261 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,174 ms,136 Mbps,17510 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,192 ms,2 Mbps,375 kB/s
130.162.144.191,443,2a09:bac5:4732:155::22:13b,KR,Seoul,隧道,174 ms,41 Mbps,5365 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,163 ms,43 Mbps,5573 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,173 ms,117 Mbps,15052 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,183 ms,42 Mbps,5397 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:107,KR,Seoul,隧道,172 ms,99 Mbps,12697 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,121 ms,2 Mbps,376 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,171 ms,88 Mbps,11264 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,239 ms,32 Mbps,4148 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,251 ms,67 Mbps,8622 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,230 ms,35 Mbps,4580 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,257 ms,27 Mbps,3557 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,231 ms,36 Mbps,4696 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,168 ms,12 Mbps,1658 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,233 ms,0 Mbps,80 kB/s
149.129.8.215,443,47.254.87.121,US,San Jose,隧道,221 ms,1 Mbps,223 kB/s
47.57.233.126,443,47.89.252.205,US,San Jose,隧道,185 ms,1 Mbps,221 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,Seattle,隧道,265 ms,0 Mbps,45 kB/s
47.90.141.204,443,91.149.239.198,US,Los Angeles,隧道,57 ms,1 Mbps,173 kB/s
129.159.84.71,443,129.159.84.71,US,Newark,中转,273 ms,0 Mbps,15 kB/s
193.123.80.245,443,193.123.80.245,AE,Amsterdam,中转,248 ms,2 Mbps,263 kB/s
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,199 ms,0 Mbps,5 kB/s
