中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.230.79.26,443,34.168.8.124,US,Seattle,隧道,119 ms,349 Mbps,44748 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,70 ms,312 Mbps,40038 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,73 ms,292 Mbps,37478 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,68 ms,316 Mbps,40448 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,95 ms,584 Mbps,74854 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,1 ms,369 Mbps,47308 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,74 ms,272 Mbps,34816 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,21 ms,41 Mbps,5358 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,86 ms,224 Mbps,28774 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,23 ms,439 Mbps,56217 kB/s
107.172.98.6,443,107.172.98.6,US,San Jose,中转,68 ms,320 Mbps,40960 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,73 ms,296 Mbps,37990 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,42 ms,521 Mbps,66764 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,84 ms,50 Mbps,6420 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,65 ms,49 Mbps,6393 kB/s
35.197.23.75,443,34.168.8.124,US,Seattle,隧道,62 ms,338 Mbps,43315 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,70 ms,247 Mbps,31641 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,73 ms,296 Mbps,37990 kB/s
47.90.141.204,443,91.149.239.238,US,Los Angeles,隧道,63 ms,34 Mbps,4440 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,87 ms,230 Mbps,29491 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,71 ms,261 Mbps,33484 kB/s
168.138.71.220,443,168.138.71.220,CA,Toronto,中转,105 ms,58 Mbps,7495 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,73 ms,274 Mbps,35123 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,87 ms,93 Mbps,11980 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,87 ms,189 Mbps,24268 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,86 ms,49 Mbps,6349 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,90 ms,220 Mbps,28160 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,72 ms,44 Mbps,5674 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,94 ms,128 Mbps,16384 kB/s
129.153.119.97,443,129.153.119.97,US,Los Angeles,中转,69 ms,44 Mbps,5747 kB/s
130.162.238.141,443,2606:f240:f00:a683:0:8381:623d:e2dc,US,Frankfurt,隧道,86 ms,237 Mbps,30412 kB/s
144.24.188.240,443,144.24.188.240,DE,Frankfurt,中转,104 ms,46 Mbps,5915 kB/s
150.230.44.13,443,150.230.44.13,US,San Jose,中转,92 ms,244 Mbps,31232 kB/s
144.21.59.252,443,2a0b:21c0:1007:1c9:0:5f52:543e:b226,DE,Frankfurt,隧道,88 ms,173 Mbps,22220 kB/s
130.162.188.73,443,2a0b:21c0:100a:1b5:0:6157:95ff:99b9,DE,Frankfurt,隧道,88 ms,144 Mbps,18432 kB/s
129.146.248.140,443,129.146.248.140,US,Los Angeles,中转,66 ms,112 Mbps,14336 kB/s
141.148.225.142,443,141.148.225.142,NL,Amsterdam,中转,93 ms,133 Mbps,17100 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,168 ms,100 Mbps,12800 kB/s
141.144.232.159,443,141.144.232.159,DE,Frankfurt,中转,86 ms,43 Mbps,5506 kB/s
141.147.74.20,443,141.147.74.20,GB,London,中转,155 ms,275 Mbps,35225 kB/s
8.219.111.175,443,8.219.111.175,SG,Singapore,中转,226 ms,57 Mbps,7371 kB/s
8.219.201.245,443,8.219.201.245,SG,Singapore,中转,219 ms,68 Mbps,8763 kB/s
64.110.103.69,443,64.110.103.69,JP,Osaka,中转,214 ms,19 Mbps,2524 kB/s
150.230.47.17,443,150.230.47.17,US,San Jose,中转,92 ms,316 Mbps,40550 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,225 ms,2 Mbps,259 kB/s
47.236.130.95,443,47.236.130.95,SG,Singapore,中转,229 ms,67 Mbps,8589 kB/s
8.217.121.210,443,8.217.121.210,HK,Hong Kong,中转,212 ms,15 Mbps,1935 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,202 ms,95 Mbps,12185 kB/s
131.186.62.248,443,131.186.62.248,JP,Tokyo,中转,236 ms,69 Mbps,8940 kB/s
8.219.198.139,443,8.219.198.139,SG,Singapore,中转,225 ms,65 Mbps,8375 kB/s
8.219.42.72,443,8.219.42.72,SG,Singapore,中转,222 ms,67 Mbps,8623 kB/s
8.219.174.213,443,8.219.174.213,SG,Singapore,中转,219 ms,66 Mbps,8503 kB/s
8.213.137.24,443,8.213.137.24,SG,,中转,179 ms,82 Mbps,10547 kB/s
44.224.24.91,443,44.224.24.91,US,,中转,85 ms,244 Mbps,31232 kB/s
3.127.55.133,443,3.68.128.205,DE,,隧道,94 ms,231 Mbps,29593 kB/s
8.222.193.65,443,8.222.193.65,SG,Singapore,中转,238 ms,61 Mbps,7908 kB/s
8.219.66.156,443,8.219.66.156,55 Mbps,7147 kB/s
8.219.66.156,,,隧道,0 ms,null Mbps,null kB/s
146.56.132.247,443,146.56.132.247,KR,Tokyo,中转,213 ms,17 Mbps,2217 kB/s
3.138.59.154,443,3.13.180.72,US,,隧道,11 ms,695 Mbps,88985 kB/s
131.186.28.236,443,131.186.28.236,KR,Tokyo,中转,178 ms,25 Mbps,3320 kB/s
3.66.115.225,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,86 ms,212 Mbps,27238 kB/s
8.222.222.64,443,8.222.222.64,SG,Singapore,中转,219 ms,63 Mbps,8086 kB/s
18.185.254.189,443,3.68.128.205,DE,,隧道,86 ms,249 Mbps,31948 kB/s
129.159.241.172,443,129.159.241.172,DE,,中转,86 ms,52 Mbps,6693 kB/s
204.110.220.3,443,204.110.220.19,US,,隧道,89 ms,235 Mbps,30105 kB/s
8.219.84.214,443,8.219.84.214,SG,Singapore,中转,224 ms,66 Mbps,8501 kB/s
18.236.13.188,443,204.110.220.101,US,,隧道,86 ms,223 Mbps,28569 kB/s
47.243.107.148,443,47.243.107.148,HK,Hong Kong,中转,209 ms,60 Mbps,7782 kB/s
