中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,19 ms,718 Mbps,91955 kB/s
35.197.23.75,443,35.212.227.159,US,Seattle,隧道,48 ms,485 Mbps,62156 kB/s
34.82.76.253,443,34.169.31.209,US,Seattle,隧道,47 ms,526 Mbps,67379 kB/s
35.230.79.26,443,35.212.227.159,US,Seattle,隧道,48 ms,552 Mbps,70758 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,50 ms,426 Mbps,54579 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,49 ms,420 Mbps,53862 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,65 ms,283 Mbps,36249 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,51 ms,422 Mbps,54067 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,66 ms,449 Mbps,57548 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,112 ms,223 Mbps,28569 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,109 ms,46 Mbps,5967 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,122 ms,109 Mbps,14028 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,109 ms,46 Mbps,5981 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,65 ms,0 Mbps,74 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,156 ms,39 Mbps,5048 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,119 ms,42 Mbps,5414 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,149 ms,22 Mbps,2868 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,160 ms,136 Mbps,17408 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,182 ms,39 Mbps,5051 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,192 ms,27 Mbps,3501 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,213 ms,42 Mbps,5457 kB/s
150.230.7.216,443,150.230.7.216,JP,Hong Kong,中转,158 ms,42 Mbps,5464 kB/s
158.180.74.63,443,128.14.110.206,SG,Singapore,隧道,226 ms,60 Mbps,7717 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,214 ms,35 Mbps,4509 kB/s
