中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,84 ms,348 Mbps,44646 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,51 ms,646 Mbps,82739 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,73 ms,29 Mbps,3738 kB/s
35.230.79.26,443,35.185.254.49,US,Seattle,隧道,22 ms,888 Mbps,113664 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,19 ms,1536 Mbps,196608 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,33 ms,1584 Mbps,202752 kB/s
129.146.168.102,443,2a09:bac1:76a0:e18::26a:47,US,Los Angeles,隧道,37 ms,45 Mbps,5885 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,15 ms,1344 Mbps,172032 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,12 ms,678 Mbps,86835 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,65 ms,362 Mbps,46387 kB/s
35.197.23.75,443,35.185.254.49,US,Seattle,隧道,22 ms,912 Mbps,116736 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,18 ms,1456 Mbps,186368 kB/s
129.159.34.122,443,129.159.34.122,US,San Jose,中转,7 ms,147 Mbps,18841 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,72 ms,283 Mbps,36249 kB/s
129.80.116.250,443,2603:c020:4008:16ca:19e9:40f5:b8a0:c008,US,Ashburn,隧道,73 ms,105 Mbps,13516 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,166 ms,40 Mbps,5138 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,64 ms,372 Mbps,47616 kB/s
146.56.161.229,443,146.56.161.229,KR,Seoul,中转,130 ms,124 Mbps,15872 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,85 ms,2 Mbps,291 kB/s
138.3.254.39,443,138.3.254.39,,colo.txt:Frankfurt,中转,0 ms,114 Mbps,14643 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,149 ms,47 Mbps,6104 kB/s
150.136.87.192,443,150.136.87.192,US,Ashburn,中转,78 ms,51 Mbps,6641 kB/s
141.144.226.241,443,2606:f240:f00:83a7:0:421e:9fff:d97e,US,Frankfurt,隧道,158 ms,116 Mbps,14950 kB/s
132.226.31.178,443,2a09:bac1:76c0:e18::1bd:fb,US,Los Angeles,隧道,18 ms,68 Mbps,8807 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,3 ms,67 Mbps,8703 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,172 ms,311 Mbps,39833 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,146 ms,119 Mbps,15257 kB/s
140.238.88.47,443,140.238.88.47,GB,London,中转,141 ms,125 Mbps,16076 kB/s
47.253.104.12,443,47.251.149.51,US,San Jose,隧道,86 ms,2 Mbps,329 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,94 ms,126 Mbps,16179 kB/s
138.2.56.246,443,138.2.56.246,JP,Osaka,中转,157 ms,109 Mbps,14028 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,85 ms,44 Mbps,5686 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,162 ms,113 Mbps,14540 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,158 ms,107 Mbps,13721 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,175 ms,3 Mbps,412 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,148 ms,29 Mbps,3794 kB/s
130.162.191.65,443,2606:f240:f00:83a7:0:a7e2:df14:c331,US,Frankfurt,隧道,152 ms,104 Mbps,13312 kB/s
141.144.199.182,443,2a0b:21c0:1007:c9:0:6e9c:bb0:9451,DE,Frankfurt,隧道,155 ms,80 Mbps,10342 kB/s
138.2.131.65,443,2606:f240:f00:6acf:0:18c7:6af7:8e4d,US,Frankfurt,隧道,161 ms,92 Mbps,11776 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,189 ms,17 Mbps,2208 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,140 ms,123 Mbps,15769 kB/s
130.61.170.78,443,130.61.170.78,DE,Frankfurt,中转,161 ms,48 Mbps,6229 kB/s
84.235.175.57,443,2a0b:21c0:1007:1c8:0:4e77:4a9c:bb51,DE,Düsseldorf,隧道,158 ms,109 Mbps,14028 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,149 ms,118 Mbps,15155 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,132 ms,142 Mbps,18227 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,228 ms,39 Mbps,5098 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,19 ms,57 Mbps,7393 kB/s
146.56.101.141,443,146.56.101.141,KR,Seoul,中转,130 ms,33 Mbps,4233 kB/s
141.147.163.68,443,141.147.163.68,JP,Tokyo,中转,209 ms,99 Mbps,12697 kB/s
158.180.79.198,443,158.180.79.198,KR,Seoul,中转,172 ms,123 Mbps,15769 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,161 ms,125 Mbps,16076 kB/s
132.145.82.209,443,132.145.82.209,KR,Seoul,中转,131 ms,1 Mbps,159 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,149 ms,42 Mbps,5469 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,158 ms,46 Mbps,5928 kB/s
129.154.46.115,443,104.28.201.82,IN,Hyderabad,隧道,217 ms,35 Mbps,4530 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,149 ms,124 Mbps,15872 kB/s
8.216.88.20,443,47.251.149.49,US,San Jose,隧道,112 ms,2 Mbps,328 kB/s
150.230.6.108,443,150.230.6.108,JP,Osaka,中转,153 ms,111 Mbps,14233 kB/s
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,342 ms,6 Mbps,843 kB/s
47.89.182.61,443,47.251.149.51,US,San Jose,隧道,80 ms,2 Mbps,343 kB/s
144.22.252.124,443,144.22.252.124,BR,São Paulo,中转,180 ms,84 Mbps,10854 kB/s
130.61.222.184,443,130.61.222.184,DE,Frankfurt,中转,156 ms,105 Mbps,13516 kB/s
130.162.250.180,443,2603:c020:8014:a8ee:cad4:eb37:5749:cafa,DE,Frankfurt,隧道,157 ms,93 Mbps,11980 kB/s
129.150.50.63,443,129.150.50.63,SG,Singapore,中转,172 ms,100 Mbps,12902 kB/s
138.2.84.189,443,104.28.222.43,SG,Singapore,隧道,186 ms,95 Mbps,12185 kB/s
8.209.250.150,443,47.251.149.50,US,San Jose,隧道,107 ms,2 Mbps,313 kB/s
144.24.78.162,443,144.24.78.162,KR,Seoul,中转,131 ms,71 Mbps,9159 kB/s
152.70.90.168,443,2603:c022:8004:1505::5,KR,Seoul,隧道,133 ms,77 Mbps,9873 kB/s
152.67.65.201,443,152.67.65.201,CH,Zurich,中转,171 ms,26 Mbps,3448 kB/s
168.138.209.31,443,2a09:bac5:442a:dc::16:16a,JP,Tokyo,隧道,177 ms,43 Mbps,5593 kB/s
138.3.254.220,443,98.98.166.190,AE,Frankfurt,隧道,156 ms,97 Mbps,12492 kB/s
141.147.184.160,443,141.147.184.160,JP,Tokyo,中转,199 ms,99 Mbps,12697 kB/s
47.89.151.17,443,47.89.151.17,US,Ashburn,中转,179 ms,26 Mbps,3447 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,120 ms,0 Mbps,87 kB/s
47.90.228.243,443,47.90.228.243,US,Ashburn,中转,81 ms,4 Mbps,538 kB/s
152.67.78.184,443,152.67.78.184,CH,Zurich,中转,352 ms,9 Mbps,1271 kB/s
8.208.115.133,443,47.251.149.52,US,San Jose,隧道,153 ms,2 Mbps,303 kB/s
8.209.217.106,443,8.209.217.106,JP,Tokyo,中转,109 ms,6 Mbps,857 kB/s
47.57.245.232,443,47.89.249.212,US,San Jose,隧道,154 ms,2 Mbps,380 kB/s
129.159.130.38,443,129.159.130.38,IL,Paris,中转,281 ms,29 Mbps,3825 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,206 ms,2 Mbps,276 kB/s
8.217.179.196,443,185.126.80.14,SG,Singapore,隧道,147 ms,1 Mbps,193 kB/s
144.24.80.56,443,2603:c024:8:5677:6f45:947f:3e3a:1eb8,KR,Seoul,隧道,130 ms,48 Mbps,6243 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,149 ms,102 Mbps,13107 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,153 ms,103 Mbps,13209 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,158 ms,26 Mbps,3331 kB/s
140.238.212.95,443,140.238.212.95,CH,Frankfurt,中转,167 ms,47 Mbps,6051 kB/s
8.213.135.201,443,47.251.149.53,US,San Jose,隧道,133 ms,3 Mbps,419 kB/s
8.209.77.140,443,47.251.149.55,US,San Jose,隧道,159 ms,2 Mbps,329 kB/s
