中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,12 ms,872 Mbps,111616 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,25 ms,692 Mbps,88576 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,55 ms,509 Mbps,65228 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,14 ms,73 Mbps,9380 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,77 ms,392 Mbps,50176 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,95 ms,217 Mbps,27852 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,96 ms,242 Mbps,31027 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,98 ms,26 Mbps,3420 kB/s
141.144.199.182,443,2a0b:21c0:100a:1b3:0:ec89:1c0c:e10a,DE,Frankfurt,隧道,96 ms,234 Mbps,30003 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,73 ms,306 Mbps,39219 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,73 ms,232 Mbps,29696 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,102 ms,43 Mbps,5565 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,97 ms,304 Mbps,39014 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,94 ms,257 Mbps,32972 kB/s
129.146.16.219,443,129.146.16.219,US,Dallas,中转,64 ms,44 Mbps,5654 kB/s
34.82.76.253,443,35.185.230.104,US,Seattle,隧道,76 ms,308 Mbps,39526 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,105 ms,208 Mbps,26726 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,111 ms,241 Mbps,30924 kB/s
152.70.155.147,443,152.70.155.147,US,Dallas,中转,97 ms,156 Mbps,20070 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,152 ms,142 Mbps,18227 kB/s
129.146.209.97,443,129.146.209.97,US,Dallas,中转,78 ms,344 Mbps,44032 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,98 ms,34 Mbps,4426 kB/s
192.9.146.103,443,192.9.146.103,US,San Jose,中转,68 ms,317 Mbps,40652 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,109 ms,45 Mbps,5841 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,113 ms,52 Mbps,6728 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,120 ms,257 Mbps,32972 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,113 ms,46 Mbps,5940 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,102 ms,308 Mbps,39526 kB/s
168.138.149.17,443,168.138.149.17,BR,São Paulo,中转,145 ms,151 Mbps,19353 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,98 ms,43 Mbps,5552 kB/s
130.61.23.77,443,130.61.23.77,146 Mbps,18739 kB/s
47.90.141.204,443,91.149.239.252,US,Los Angeles,隧道,35 ms,9 Mbps,1181 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,100 ms,44 Mbps,5722 kB/s
193.123.37.219,443,2a0b:21c0:100a:1b2:0:8c9e:bd4e:3d0b,DE,Frankfurt,隧道,115 ms,206 Mbps,26419 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,201 ms,123 Mbps,15769 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:107,KR,Seoul,隧道,193 ms,68 Mbps,8795 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,95 ms,44 Mbps,5710 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,232 ms,5 Mbps,724 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,104 ms,51 Mbps,6554 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,225 ms,2 Mbps,270 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,143 ms,109 Mbps,14028 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,214 ms,37 Mbps,4821 kB/s
193.123.80.245,443,193.123.80.245,AE,Amsterdam,中转,193 ms,18 Mbps,2384 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,229 ms,26 Mbps,3450 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,213 ms,38 Mbps,4960 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,230 ms,32 Mbps,4197 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,197 ms,91 Mbps,11673 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,San Jose,隧道,241 ms,52 Mbps,6692 kB/s
149.129.8.215,443,47.88.55.210,US,San Jose,隧道,245 ms,0 Mbps,30 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,212 ms,84 Mbps,10854 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,251 ms,36 Mbps,4614 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,268 ms,41 Mbps,5367 kB/s
130.162.144.191,443,2a09:bac5:4735:1482::20b:95,KR,Seoul,隧道,251 ms,37 Mbps,4782 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,202 ms,6 Mbps,777 kB/s
8.219.119.129,443,8.222.220.238,SG,Singapore,隧道,282 ms,63 Mbps,8124 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,228 ms,71 Mbps,9171 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,230 ms,36 Mbps,4641 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,313 ms,0 Mbps,12 kB/s
47.57.233.126,443,47.254.17.16,US,San Jose,隧道,209 ms,0 Mbps,19 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,5 ms,67 Mbps,8611 kB/s
