中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,21 ms,787 Mbps,100761 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,14 ms,4 Mbps,563 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,63 ms,372 Mbps,47616 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,58 ms,377 Mbps,48332 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,78 ms,292 Mbps,37376 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,96 ms,244 Mbps,31334 kB/s
35.197.23.75,443,35.212.174.187,US,Seattle,隧道,71 ms,327 Mbps,41881 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,60 ms,308 Mbps,39526 kB/s
35.230.79.26,443,35.212.174.187,US,Seattle,隧道,69 ms,342 Mbps,43827 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,67 ms,381 Mbps,48844 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,78 ms,268 Mbps,34406 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,96 ms,260 Mbps,33280 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,101 ms,215 Mbps,27545 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,102 ms,40 Mbps,5217 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,94 ms,42 Mbps,5482 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,99 ms,46 Mbps,6011 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,172 ms,30 Mbps,3958 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,182 ms,129 Mbps,16588 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,171 ms,42 Mbps,5425 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,204 ms,40 Mbps,5185 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,236 ms,6 Mbps,784 kB/s
