中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,355 Mbps,45465 kB/s
34.82.76.253,443,35.185.230.104,US,Seattle,隧道,35 ms,800 Mbps,102400 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,78 ms,418 Mbps,53555 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,23 ms,53 Mbps,6816 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,3 ms,1560 Mbps,199680 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,4 ms,896 Mbps,114688 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,82 ms,286 Mbps,36659 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,32 ms,628 Mbps,80486 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,52 ms,87 Mbps,11161 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,18 ms,592 Mbps,75878 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,80 ms,396 Mbps,50790 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,113 ms,230 Mbps,29491 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,17 ms,880 Mbps,112640 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,161 ms,46 Mbps,5923 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,75 ms,31 Mbps,4022 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,73 ms,51 Mbps,6559 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,155 ms,126 Mbps,16179 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,35 ms,204 Mbps,26112 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,155 ms,42 Mbps,5467 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,147 ms,145 Mbps,18636 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,208 ms,11 Mbps,1519 kB/s
130.162.144.191,443,2a09:bac1:3f00::20b:53,KR,Seoul,隧道,147 ms,39 Mbps,4998 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,167 ms,121 Mbps,15564 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,194 ms,41 Mbps,5309 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,131 ms,45 Mbps,5762 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,Seattle,隧道,121 ms,2 Mbps,319 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,160 ms,134 Mbps,17203 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,170 ms,26 Mbps,3384 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,226 ms,70 Mbps,9013 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,175 ms,118 Mbps,15155 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,181 ms,42 Mbps,5379 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,134 ms,154 Mbps,19763 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,177 ms,132 Mbps,16998 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,166 ms,115 Mbps,14745 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,172 ms,43 Mbps,5554 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,196 ms,36 Mbps,4629 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,184 ms,3 Mbps,433 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,183 ms,6 Mbps,769 kB/s
168.138.50.249,443,168.138.50.249,JP,Osaka,中转,201 ms,45 Mbps,5765 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,205 ms,34 Mbps,4407 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:107,KR,Seoul,隧道,171 ms,124 Mbps,15974 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,169 ms,1 Mbps,165 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,189 ms,40 Mbps,5236 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,184 ms,139 Mbps,17817 kB/s
168.138.149.17,443,168.138.149.17,BR,S
