中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,106 ms,296 Mbps,37990 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,105 ms,259 Mbps,33177 kB/s
132.145.152.194,443,132.145.152.194,US,Ashburn,中转,6 ms,643 Mbps,82329 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,26 ms,597 Mbps,76492 kB/s
35.197.23.75,443,34.169.20.76,US,Seattle,隧道,84 ms,352 Mbps,45158 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,113 ms,201 Mbps,25804 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,34 ms,689 Mbps,88268 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,70 ms,413 Mbps,52940 kB/s
129.80.116.250,443,2603:c020:4008:16ca:19e9:40f5:b8a0:c008,US,Ashburn,隧道,13 ms,734 Mbps,94003 kB/s
34.82.76.253,443,34.19.48.92,US,Seattle,隧道,105 ms,369 Mbps,47308 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,99 ms,219 Mbps,28057 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,92 ms,304 Mbps,38912 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,32 ms,576 Mbps,73830 kB/s
129.146.220.190,443,129.146.220.190,US,Los Angeles,中转,68 ms,120 Mbps,15462 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,113 ms,257 Mbps,32972 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,106 ms,213 Mbps,27340 kB/s
35.230.79.26,443,34.169.20.76,US,Seattle,隧道,105 ms,340 Mbps,43520 kB/s
192.9.138.241,443,192.9.138.241,,San Jose,中转,0 ms,268 Mbps,34304 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,94 ms,412 Mbps,52736 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,70 ms,68 Mbps,8704 kB/s
130.162.184.173,443,130.162.184.173,GB,London,中转,99 ms,38 Mbps,4920 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,137 ms,39 Mbps,5020 kB/s
129.153.119.97,443,129.153.119.97,US,Los Angeles,中转,64 ms,37 Mbps,4766 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,86 ms,41 Mbps,5294 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,83 ms,380 Mbps,48742 kB/s
129.146.254.39,443,129.146.254.39,US,Los Angeles,中转,69 ms,40 Mbps,5171 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,32 ms,381 Mbps,48844 kB/s
130.162.186.144,443,2a0b:21c0:1007:c7:0:a9cb:fefa:d332,DE,Frankfurt,隧道,99 ms,135 Mbps,17305 kB/s
155.248.202.141,443,155.248.202.141,US,San Jose,中转,131 ms,8 Mbps,1059 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,99 ms,39 Mbps,5067 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,161 ms,120 Mbps,15462 kB/s
129.159.34.122,443,129.159.34.122,US,San Jose,中转,89 ms,43 Mbps,5575 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,119 ms,75 Mbps,9635 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,8 ms,32 Mbps,4169 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,201 ms,52 Mbps,6695 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,82 ms,300 Mbps,38400 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,92 ms,15 Mbps,1947 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,110 ms,232 Mbps,29696 kB/s
138.2.153.27,443,2a0b:21c0:1007:1c7:0:b41e:ff3b:6780,DE,Frankfurt,隧道,103 ms,131 Mbps,16793 kB/s
129.154.50.220,443,129.154.50.220,KR,Seoul,中转,218 ms,78 Mbps,9987 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,115 ms,244 Mbps,31232 kB/s
3.138.59.154,443,3.130.64.226,US,,隧道,36 ms,580 Mbps,74240 kB/s
132.145.82.209,443,132.145.82.209,KR,Seoul,中转,220 ms,1 Mbps,163 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,91 ms,224 Mbps,28774 kB/s
8.211.54.130,443,8.211.54.130,DE,Frankfurt,中转,107 ms,23 Mbps,3070 kB/s
18.191.122.211,443,3.130.64.226,US,,隧道,33 ms,590 Mbps,75571 kB/s
34.69.150.180,443,34.69.150.180,US,,中转,62 ms,578 Mbps,74035 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,223 ms,95 Mbps,12185 kB/s
146.56.161.229,443,146.56.161.229,KR,Seoul,中转,204 ms,69 Mbps,8869 kB/s
129.159.130.38,443,129.159.130.38,IL,Frankfurt,中转,155 ms,35 Mbps,4598 kB/s
140.238.40.67,443,140.238.40.67,JP,Tokyo,中转,224 ms,35 Mbps,4549 kB/s
144.24.74.51,443,144.24.74.51,KR,Seoul,中转,209 ms,58 Mbps,7536 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,240 ms,2 Mbps,282 kB/s
152.70.90.168,443,2603:c022:8004:1505::5,KR,Seoul,隧道,248 ms,1 Mbps,137 kB/s
149.129.8.215,443,47.254.26.25,US,San Jose,隧道,224 ms,3 Mbps,479 kB/s
129.150.50.63,443,129.150.50.63,SG,Singapore,中转,226 ms,86 Mbps,11059 kB/s
8.218.148.106,443,8.218.148.106,HK,,中转,232 ms,0 Mbps,34 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,235 ms,71 Mbps,9143 kB/s
144.24.78.162,443,144.24.78.162,KR,Seoul,中转,186 ms,70 Mbps,8999 kB/s
18.236.13.188,443,204.110.220.101,US,,隧道,106 ms,248 Mbps,31846 kB/s
44.224.24.91,443,44.224.24.91,US,,中转,105 ms,304 Mbps,39014 kB/s
103.137.63.3,443,61.224.88.30,TW,,隧道,197 ms,58 Mbps,7460 kB/s
144.24.80.56,443,2603:c024:8:5677:6f45:947f:3e3a:1eb8,KR,Seoul,隧道,213 ms,83 Mbps,10649 kB/s
18.185.254.189,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,106 ms,276 Mbps,35328 kB/s
103.137.63.2,443,122.118.161.161,TW,,隧道,209 ms,77 Mbps,9890 kB/s
141.147.163.68,443,141.147.163.68,JP,Tokyo,中转,219 ms,59 Mbps,7552 kB/s
204.110.220.3,443,204.110.220.217,US,,隧道,102 ms,248 Mbps,31744 kB/s
44.230.218.23,443,52.35.136.129,US,,隧道,91 ms,7 Mbps,972 kB/s
