中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.230.79.26,443,35.212.185.117,US,Seattle,隧道,48 ms,606 Mbps,77619 kB/s
34.82.76.253,443,35.185.230.104,US,Seattle,隧道,48 ms,581 Mbps,74444 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,34 ms,73 Mbps,9381 kB/s
129.146.46.164,443,129.146.46.164,347 Mbps,44441 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,29 ms,63 Mbps,8112 kB/s
129.146.7.98,443,2a09:bac1:7680:e18::26b:4,US,Los Angeles,隧道,24 ms,64 Mbps,8273 kB/s
35.197.23.75,443,35.212.185.117,US,Seattle,隧道,38 ms,496 Mbps,63590 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,59 ms,182 Mbps,23347 kB/s
150.230.44.13,443,150.230.44.13,US,Los Angeles,中转,22 ms,272 Mbps,34918 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,59 ms,58 Mbps,7540 kB/s
192.9.139.160,443,192.9.139.160,US,Los Angeles,中转,17 ms,816 Mbps,104448 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,50 ms,500 Mbps,64102 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,30 ms,584 Mbps,74854 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,109 ms,189 Mbps,24268 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,51 ms,516 Mbps,66048 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,61 ms,46 Mbps,5910 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,141 ms,46 Mbps,5938 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,25 ms,456 Mbps,58470 kB/s
192.18.130.65,443,192.18.130.65,US,Los Angeles,中转,19 ms,754 Mbps,96563 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,159 ms,42 Mbps,5493 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,30 ms,241 Mbps,30924 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,61 ms,45 Mbps,5847 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,131 ms,33 Mbps,4266 kB/s
192.9.146.103,443,192.9.146.103,US,Los Angeles,中转,16 ms,936 Mbps,119808 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,148 ms,164 Mbps,21094 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,151 ms,107 Mbps,13721 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,152 ms,42 Mbps,5462 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,68 ms,56 Mbps,7234 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:107,KR,Seoul,隧道,139 ms,126 Mbps,16179 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,139 ms,41 Mbps,5259 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,150 ms,21 Mbps,2809 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,155 ms,130 Mbps,16691 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,178 ms,91 Mbps,11673 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,160 ms,27 Mbps,3502 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,155 ms,134 Mbps,17203 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,144 ms,140 Mbps,18022 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,143 ms,44 Mbps,5652 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,San Jose,隧道,121 ms,165 Mbps,21196 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,144 ms,165 Mbps,21196 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,192 ms,3 Mbps,394 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,174 ms,35 Mbps,4523 kB/s
141.147.60.82,443,2a0b:21c0:1007:1cb:0:2829:38f7:2e4e,DE,Frankfurt,隧道,155 ms,138 Mbps,17715 kB/s
130.162.144.191,443,2a09:bac5:4733:155::22:129,KR,Seoul,隧道,197 ms,37 Mbps,4764 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,158 ms,27 Mbps,3519 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,162 ms,18 Mbps,2406 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,150 ms,43 Mbps,5548 kB/s
149.129.8.215,443,47.254.26.25,US,San Jose,隧道,179 ms,4 Mbps,552 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,154 ms,84 Mbps,10752 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,142 ms,39 Mbps,5067 kB/s
146.56.146.67,443,146.56.146.67,KR,Seoul,中转,145 ms,132 Mbps,16896 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,165 ms,46 Mbps,6012 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,189 ms,102 Mbps,13107 kB/s
158.101.202.140,443,2a0b:21c0:100a:1b5:0:eeef:f1e0:9122,DE,Frankfurt,隧道,145 ms,85 Mbps,10956 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,142 ms,131 Mbps,16793 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,166 ms,1 Mbps,129 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,212 ms,27 Mbps,3562 kB/s
168.138.149.17,443,168.138.149.17,BR,São Paulo,中转,178 ms,84 Mbps,10752 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,185 ms,19 Mbps,2432 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,200 ms,44 Mbps,5662 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,152 ms,49 Mbps,6290 kB/s
