中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.230.79.26,443,35.233.216.70,US,Seattle,隧道,97 ms,330 Mbps,42291 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,70 ms,232 Mbps,29696 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,88 ms,214 Mbps,27443 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,21 ms,60 Mbps,7745 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,73 ms,313 Mbps,40140 kB/s
141.147.72.109,443,163.123.193.4,DE,Frankfurt,隧道,87 ms,256 Mbps,32768 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,34 ms,649 Mbps,83148 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,67 ms,329 Mbps,42188 kB/s
34.82.76.253,443,35.233.242.94,US,Seattle,隧道,68 ms,304 Mbps,39014 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,17 ms,496 Mbps,63488 kB/s
138.2.141.187,443,2a0b:21c0:1007:ca:0:3ca7:dcdb:3dd4,DE,Frankfurt,隧道,88 ms,143 Mbps,18329 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,72 ms,27 Mbps,3465 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,43 ms,1256 Mbps,160768 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,65 ms,41 Mbps,5263 kB/s
152.67.249.123,443,152.67.249.123,US,San Jose,中转,73 ms,152 Mbps,19558 kB/s
129.146.133.33,443,129.146.133.33,US,Los Angeles,中转,66 ms,298 Mbps,38195 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,45 ms,452 Mbps,57856 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,89 ms,46 Mbps,5958 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,73 ms,275 Mbps,35225 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,68 ms,282 Mbps,36147 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,80 ms,126 Mbps,16179 kB/s
35.197.23.75,443,35.233.216.70,US,Seattle,隧道,65 ms,320 Mbps,41062 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,248 ms,296 Mbps,37888 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,85 ms,256 Mbps,32870 kB/s
141.147.22.201,443,2a0b:21c0:100a:1b6:0:6474:8965:795b,DE,Frankfurt,隧道,117 ms,139 Mbps,17817 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,204 ms,74 Mbps,9537 kB/s
192.18.148.248,443,192.18.148.248,CA,Toronto,中转,19 ms,68 Mbps,8779 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,112 ms,266 Mbps,34099 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,87 ms,249 Mbps,31948 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,105 ms,37 Mbps,4845 kB/s
129.80.116.250,443,2603:c020:4008:16ca:19e9:40f5:b8a0:c008,US,Ashburn,隧道,38 ms,1392 Mbps,178176 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,192 ms,285 Mbps,36556 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,188 ms,22 Mbps,2896 kB/s
