中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,95 ms,220 Mbps,28160 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,162 ms,98 Mbps,12595 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,83 ms,218 Mbps,27955 kB/s
8.209.217.106,443,8.209.217.106,JP,Tokyo,中转,163 ms,27 Mbps,3549 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,74 ms,243 Mbps,31129 kB/s
150.230.44.13,443,150.230.44.13,US,San Jose,中转,86 ms,221 Mbps,28364 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,34 ms,516 Mbps,66150 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,69 ms,290 Mbps,37171 kB/s
168.138.201.0,443,168.138.201.0,JP,Tokyo,中转,213 ms,33 Mbps,4292 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,44 ms,408 Mbps,52224 kB/s
35.230.79.26,443,34.169.20.76,US,Seattle,隧道,77 ms,300 Mbps,38502 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,72 ms,281 Mbps,36044 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,54 ms,407 Mbps,52121 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,39 ms,603 Mbps,77209 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,45 ms,514 Mbps,65843 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,63 ms,304 Mbps,38912 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,88 ms,219 Mbps,28057 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,90 ms,31 Mbps,4037 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,63 ms,316 Mbps,40448 kB/s
168.138.66.11,443,168.138.66.11,CA,Montréal,中转,110 ms,59 Mbps,7600 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,94 ms,234 Mbps,30003 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,65 ms,348 Mbps,44544 kB/s
158.101.15.48,443,158.101.15.48,US,Los Angeles,中转,74 ms,334 Mbps,42803 kB/s
152.67.65.201,443,152.67.65.201,CH,Zurich,中转,99 ms,48 Mbps,6224 kB/s
35.197.23.75,443,34.169.20.76,US,Seattle,隧道,72 ms,316 Mbps,40448 kB/s
152.67.233.64,443,2603:c024:c004:dd3f:333e:3245:d0f3:9f67,US,San Jose,隧道,70 ms,125 Mbps,16076 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,93 ms,232 Mbps,29798 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,81 ms,324 Mbps,41574 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,98 ms,221 Mbps,28364 kB/s
129.153.119.97,443,129.153.119.97,US,Los Angeles,中转,64 ms,51 Mbps,6618 kB/s
132.226.31.178,443,2a09:bac1:76c0:e18::26a:67,US,Los Angeles,隧道,189 ms,41 Mbps,5324 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,63 ms,332 Mbps,42598 kB/s
150.230.47.3,443,150.230.47.3,US,San Jose,中转,73 ms,43 Mbps,5572 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,88 ms,48 Mbps,6216 kB/s
129.146.133.33,443,129.146.133.33,US,Los Angeles,中转,171 ms,21 Mbps,2712 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,64 ms,49 Mbps,6282 kB/s
158.101.175.51,443,158.101.175.51,DE,Frankfurt,中转,125 ms,47 Mbps,6062 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,78 ms,58 Mbps,7482 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,84 ms,49 Mbps,6302 kB/s
168.138.194.74,443,168.138.194.74,JP,Tokyo,中转,214 ms,65 Mbps,8384 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,124 ms,226 Mbps,28979 kB/s
129.146.7.98,443,2a09:bac5:60e8:1173::1bd:f1,US,Los Angeles,隧道,83 ms,78 Mbps,10035 kB/s
64.110.103.69,443,64.110.103.69,JP,Osaka,中转,208 ms,37 Mbps,4776 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,86 ms,256 Mbps,32870 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,190 ms,100 Mbps,12902 kB/s
129.146.248.140,443,129.146.248.140,US,Los Angeles,中转,100 ms,156 Mbps,20070 kB/s
152.67.78.184,443,152.67.78.184,CH,Zurich,中转,219 ms,45 Mbps,5763 kB/s
146.56.161.229,443,146.56.161.229,KR,Seoul,中转,183 ms,85 Mbps,10956 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,214 ms,24 Mbps,3101 kB/s
131.186.28.236,443,131.186.28.236,KR,Seoul,中转,184 ms,38 Mbps,4889 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,201 ms,69 Mbps,8871 kB/s
152.67.44.30,443,152.67.44.30,BR,S
