中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,29 ms,727 Mbps,93081 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,5 ms,6 Mbps,888 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,5 ms,62 Mbps,7982 kB/s
184.169.181.217,443,184.169.181.217,US,Los Angeles,中转,68 ms,427 Mbps,54681 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,57 ms,369 Mbps,47308 kB/s
35.197.23.75,443,35.212.128.242,US,Seattle,隧道,69 ms,372 Mbps,47718 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,73 ms,295 Mbps,37785 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,90 ms,240 Mbps,30822 kB/s
129.146.46.164,443,129.146.46.164,US,309 Mbps,39628 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,71 ms,328 Mbps,41984 kB/s
193.123.61.156,443,2606:f240:f00:b2ed:0:3653:d391:fb1a,US,Frankfurt,隧道,91 ms,232 Mbps,29798 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,113 ms,239 Mbps,30617 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,103 ms,225 Mbps,28876 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,73 ms,241 Mbps,30924 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,96 ms,43 Mbps,5531 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,90 ms,44 Mbps,5734 kB/s
34.82.76.253,443,34.127.34.227,US,Seattle,隧道,74 ms,326 Mbps,41779 kB/s
35.230.79.26,443,35.212.128.242,US,Seattle,隧道,74 ms,317 Mbps,40652 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,88 ms,44 Mbps,5653 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,165 ms,125 Mbps,16076 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,168 ms,3 Mbps,505 kB/s
168.138.212.80,443,168.138.212.80,JP,Hong Kong,中转,160 ms,43 Mbps,5546 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,200 ms,34 Mbps,4356 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,199 ms,45 Mbps,5817 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,218 ms,19 Mbps,2517 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,221 ms,26 Mbps,3451 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,265 ms,36 Mbps,4677 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,213 ms,0 Mbps,23 kB/s
