中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Chicago,中转,83 ms,328 Mbps,42086 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,7 ms,696 Mbps,89088 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,24 ms,592 Mbps,75878 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,9 ms,2648 Mbps,338944 kB/s
47.253.192.14,443,47.253.192.14,US,Ashburn,中转,76 ms,27 Mbps,3539 kB/s
35.197.23.75,443,35.212.251.233,US,Seattle,隧道,35 ms,992 Mbps,126976 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,50 ms,1032 Mbps,132096 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,69 ms,392 Mbps,50176 kB/s
35.230.79.26,443,35.212.251.233,US,Seattle,隧道,36 ms,920 Mbps,117760 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,6 ms,177 Mbps,22732 kB/s
152.67.251.232,443,152.67.251.232,US,San Jose,中转,4 ms,856 Mbps,109568 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,66 ms,7 Mbps,922 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,63 ms,352 Mbps,45158 kB/s
144.24.53.45,443,144.24.53.45,US,Los Angeles,中转,58 ms,56 Mbps,7204 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,128 ms,189 Mbps,24268 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,169 ms,149 Mbps,19148 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,166 ms,115 Mbps,14745 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,8 ms,756 Mbps,96768 kB/s
129.146.60.210,443,129.146.60.210,US,Los Angeles,中转,28 ms,468 Mbps,59904 kB/s
130.162.144.191,443,2a09:bac1:3f00:90::20b:93,KR,Seoul,隧道,143 ms,38 Mbps,4946 kB/s
129.153.116.130,443,129.153.116.130,US,Los Angeles,中转,28 ms,90 Mbps,11571 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,148 ms,121 Mbps,15564 kB/s
47.90.141.204,443,91.149.239.62,US,Los Angeles,隧道,77 ms,25 Mbps,3256 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,67 ms,44 Mbps,5738 kB/s
129.146.7.98,443,2a09:bac5:60eb:183c::26a:78,US,Los Angeles,隧道,38 ms,71 Mbps,9145 kB/s
132.145.124.173,443,132.145.124.173,JP,Tokyo,中转,156 ms,39 Mbps,5078 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,148 ms,166 Mbps,21299 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,176 ms,114 Mbps,14643 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,154 ms,40 Mbps,5159 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,153 ms,38 Mbps,4986 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,138 ms,128 Mbps,16384 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,161 ms,94 Mbps,12083 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,165 ms,38 Mbps,4965 kB/s
8.222.149.213,443,47.245.125.52,SG,Singapore,隧道,172 ms,96 Mbps,12390 kB/s
130.162.222.122,443,2a0b:21c0:1007:1c7:0:b7b7:4d3d:5663,DE,Frankfurt,隧道,170 ms,123 Mbps,15769 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,174 ms,47 Mbps,6125 kB/s
144.24.90.107,443,2603:c024:4:da6e:29b:6c99:385b:c051,KR,Seoul,隧道,182 ms,29 Mbps,3714 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,181 ms,127 Mbps,16281 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,94 ms,50 Mbps,6446 kB/s
141.147.147.180,443,141.147.147.180,JP,Osaka,中转,182 ms,42 Mbps,5426 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,174 ms,44 Mbps,5677 kB/s
138.3.254.39,443,138.3.254.39,,colo.txt:Frankfurt,中转,0 ms,105 Mbps,13516 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,177 ms,3 Mbps,438 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,155 ms,139 Mbps,17817 kB/s
152.70.49.115,443,152.70.49.115,NL,Amsterdam,中转,167 ms,41 Mbps,5352 kB/s
140.238.212.95,443,140.238.212.95,CH,Zurich,中转,176 ms,41 Mbps,5284 kB/s
149.129.8.215,443,47.254.87.121,US,San Jose,隧道,173 ms,3 Mbps,485 kB/s
141.148.239.240,443,98.98.166.170,US,Frankfurt,隧道,165 ms,104 Mbps,13414 kB/s
144.24.65.251,443,144.24.65.251,KR,Seoul,中转,144 ms,42 Mbps,5402 kB/s
8.219.15.129,443,8.222.210.246,SG,Singapore,隧道,189 ms,84 Mbps,10854 kB/s
8.222.168.161,443,8.219.96.61,SG,Singapore,隧道,184 ms,84 Mbps,10854 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,74 ms,47 Mbps,6058 kB/s
8.219.53.118,443,8.222.207.55,SG,Singapore,隧道,188 ms,77 Mbps,9942 kB/s
192.18.159.129,443,192.18.159.129,CA,Toronto,中转,70 ms,51 Mbps,6528 kB/s
8.222.222.97,443,8.219.96.61,SG,Singapore,隧道,183 ms,85 Mbps,10956 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,179 ms,88 Mbps,11366 kB/s
150.230.62.103,443,2603:c023:8:c6ee:e0a7:ed47:4a61:5473,JP,Osaka,隧道,187 ms,90 Mbps,11571 kB/s
144.21.62.106,443,2606:f240:f00:6acf:0:64a5:5250:8bdb,US,Frankfurt,隧道,170 ms,105 Mbps,13516 kB/s
132.226.212.22,443,2a0b:21c0:100a:1b7:0:5b55:2340:5ee7,DE,Frankfurt,隧道,184 ms,88 Mbps,11366 kB/s
141.147.185.63,443,141.147.185.63,JP,Tokyo,中转,163 ms,44 Mbps,5749 kB/s
8.219.214.94,443,47.236.1.53,SG,Singapore,隧道,194 ms,91 Mbps,11673 kB/s
138.2.56.246,443,138.2.56.246,JP,Osaka,中转,203 ms,96 Mbps,12390 kB/s
132.226.7.217,443,132.226.7.217,JP,Tokyo,中转,187 ms,41 Mbps,5258 kB/s
141.148.245.88,443,2a0b:21c0:100a:1b1:0:91a4:1d7:6688,DE,Frankfurt,隧道,185 ms,79 Mbps,10137 kB/s
144.22.252.124,443,144.22.252.124,BR,S
