中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.139.160,443,192.9.139.160,US,San Jose,中转,3 ms,904 Mbps,115712 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,31 ms,353 Mbps,45260 kB/s
35.230.79.26,443,35.212.240.155,US,Seattle,隧道,23 ms,800 Mbps,102400 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,19 ms,555 Mbps,71065 kB/s
34.82.76.253,443,34.187.190.53,US,Seattle,隧道,44 ms,1016 Mbps,130048 kB/s
35.197.23.75,443,35.212.240.155,US,Seattle,隧道,26 ms,816 Mbps,104448 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,73 ms,47 Mbps,6095 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,68 ms,7 Mbps,978 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,83 ms,268 Mbps,34406 kB/s
3.112.21.102,443,3.112.21.102,JP,Osaka,中转,108 ms,207 Mbps,26521 kB/s
184.169.181.217,443,184.169.181.217,US,London,中转,4 ms,144 Mbps,18534 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,112 ms,202 Mbps,25907 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,120 ms,43 Mbps,5609 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,112 ms,44 Mbps,5703 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,141 ms,39 Mbps,5119 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,160 ms,40 Mbps,5236 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,158 ms,111 Mbps,14233 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,154 ms,37 Mbps,4850 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,160 ms,112 Mbps,14336 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,154 ms,35 Mbps,4556 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,183 ms,48 Mbps,6249 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,168 ms,126 Mbps,16179 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,180 ms,38 Mbps,4979 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,176 ms,0 Mbps,76 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,157 ms,24 Mbps,3131 kB/s
