中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.153.119.97,443,129.153.119.97,US,Los Angeles,中转,21 ms,117 Mbps,15052 kB/s
192.9.159.65,443,192.9.159.65,US,San Jose,中转,33 ms,70 Mbps,8962 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,45 ms,146 Mbps,18739 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,36 ms,718 Mbps,91955 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,63 ms,281 Mbps,36044 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,18 ms,984 Mbps,125952 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,36 ms,69 Mbps,8951 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,20 ms,612 Mbps,78336 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,23 ms,0 Mbps,39 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,65 ms,365 Mbps,46796 kB/s
152.67.233.64,443,2603:c024:c004:dd3f:333e:3245:d0f3:9f67,US,San Jose,隧道,22 ms,384 Mbps,49254 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,17 ms,1120 Mbps,143360 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,203 ms,650 Mbps,83251 kB/s
34.82.76.253,443,34.145.7.247,US,Seattle,隧道,41 ms,552 Mbps,70656 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,28 ms,128 Mbps,16486 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,136 ms,41 Mbps,5263 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,55 ms,510 Mbps,65331 kB/s
129.146.7.98,443,2a09:bac5:60ec:1173::1bd:fe,US,Los Angeles,隧道,72 ms,112 Mbps,14438 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,106 ms,1032 Mbps,132096 kB/s
144.24.85.158,443,144.24.85.158,KR,Seoul,中转,138 ms,56 Mbps,7215 kB/s
35.197.23.75,443,35.247.120.3,US,Seattle,隧道,38 ms,551 Mbps,70553 kB/s
129.146.220.190,443,129.146.220.190,US,Los Angeles,中转,116 ms,330 Mbps,42291 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,173 ms,39 Mbps,5107 kB/s
150.136.241.40,443,150.136.241.40,281 Mbps,36044 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,147 ms,111 Mbps,14233 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,62 ms,321 Mbps,41164 kB/s
35.230.79.26,443,35.247.120.3,US,Seattle,隧道,40 ms,568 Mbps,72704 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,140 ms,146 Mbps,18739 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,61 ms,380 Mbps,48742 kB/s
