中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
43.153.103.203,443,43.153.103.203,US,San Jose,中转,21 ms,928 Mbps,118784 kB/s
35.230.79.26,443,35.212.220.140,US,Seattle,隧道,36 ms,391 Mbps,50073 kB/s
35.197.23.75,443,35.212.220.140,US,Seattle,隧道,42 ms,604 Mbps,77414 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,35 ms,469 Mbps,60108 kB/s
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,43 ms,444 Mbps,56832 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,20 ms,1384 Mbps,177152 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,55 ms,38 Mbps,4940 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,21 ms,1264 Mbps,161792 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,56 ms,350 Mbps,44851 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,18 ms,856 Mbps,109568 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,20 ms,634 Mbps,81203 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,53 ms,364 Mbps,46694 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,146 ms,136 Mbps,17510 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,116 ms,45 Mbps,5794 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,64 ms,396 Mbps,50688 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,143 ms,163 Mbps,20889 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,140 ms,117 Mbps,15052 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,109 ms,232 Mbps,29696 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,142 ms,132 Mbps,16998 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,147 ms,132 Mbps,16896 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,117 ms,43 Mbps,5532 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,148 ms,44 Mbps,5733 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,139 ms,43 Mbps,5592 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,186 ms,2 Mbps,378 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,160 ms,40 Mbps,5151 kB/s
141.148.244.95,443,2606:f240:f00:83a7:0:f6a2:8e54:7ae1,DE,Frankfurt,隧道,160 ms,123 Mbps,15769 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,196 ms,12 Mbps,1635 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,180 ms,40 Mbps,5219 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,152 ms,118 Mbps,15155 kB/s
8.219.52.156,443,8.222.222.65,SG,Singapore,隧道,198 ms,29 Mbps,3725 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,144 ms,43 Mbps,5592 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,148 ms,43 Mbps,5561 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,142 ms,31 Mbps,4010 kB/s
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,172 ms,0 Mbps,2 kB/s
