中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
184.169.181.217,443,184.169.181.217,US,San Jose,中转,21 ms,1144 Mbps,146432 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,61 ms,406 Mbps,52019 kB/s
129.146.46.164,443,129.146.46.164,US,San Jose,中转,47 ms,272 Mbps,34918 kB/s
35.197.23.75,443,35.212.183.118,US,Seattle,隧道,38 ms,588 Mbps,75366 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,21 ms,556 Mbps,71270 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,65 ms,317 Mbps,40652 kB/s
35.230.79.26,443,35.212.183.118,US,Seattle,隧道,41 ms,587 Mbps,75161 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,111 ms,184 Mbps,23654 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,20 ms,856 Mbps,109568 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,145 ms,144 Mbps,18432 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,57 ms,500 Mbps,64102 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,150 ms,109 Mbps,14028 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,42 ms,479 Mbps,61337 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,23 ms,56 Mbps,7270 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,162 ms,143 Mbps,18329 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,162 ms,144 Mbps,18432 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,52 ms,45 Mbps,5886 kB/s
192.9.146.103,443,192.9.146.103,US,San Jose,中转,27 ms,992 Mbps,126976 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,193 ms,3 Mbps,413 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,22 ms,690 Mbps,88371 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,Tokyo,隧道,126 ms,162 Mbps,20787 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,30 ms,259 Mbps,33177 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,150 ms,139 Mbps,17817 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,163 ms,46 Mbps,5971 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,143 ms,43 Mbps,5552 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,164 ms,24 Mbps,3108 kB/s
149.129.8.215,443,47.254.26.25,US,San Jose,隧道,169 ms,4 Mbps,512 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,155 ms,180 Mbps,23142 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,66 ms,51 Mbps,6535 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,147 ms,43 Mbps,5511 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,152 ms,50 Mbps,6472 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,149 ms,49 Mbps,6299 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,170 ms,57 Mbps,7392 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,179 ms,41 Mbps,5270 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,168 ms,47 Mbps,6026 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,160 ms,144 Mbps,18432 kB/s
144.21.35.132,443,2a0b:21c0:100a:1b4:0:832a:1d44:1a60,DE,Frankfurt,隧道,139 ms,80 Mbps,10240 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,157 ms,43 Mbps,5599 kB/s
146.56.188.34,443,2607:a400:a:6c:0:c000:4ebf:afc1,US,Los Angeles,隧道,173 ms,117 Mbps,15052 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,129 ms,42 Mbps,5387 kB/s
168.138.149.17,443,168.138.149.17,BR,S
