中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.138.241,443,192.9.138.241,US,San Jose,中转,29 ms,968 Mbps,123904 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,28 ms,343 Mbps,43929 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,58 ms,422 Mbps,54067 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,17 ms,64 Mbps,8239 kB/s
132.226.31.178,443,2a09:bac1:76c0:e18::26b:47,US,Los Angeles,隧道,21 ms,57 Mbps,7330 kB/s
35.197.23.75,443,35.212.231.200,US,Seattle,隧道,37 ms,580 Mbps,74342 kB/s
35.230.79.26,443,35.212.231.200,US,Seattle,隧道,38 ms,575 Mbps,73625 kB/s
34.82.76.253,443,104.198.8.26,US,Seattle,隧道,43 ms,576 Mbps,73830 kB/s
3.144.191.4,443,3.144.191.4,US,Toronto,中转,97 ms,303 Mbps,38809 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,17 ms,1272 Mbps,162816 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,27 ms,640 Mbps,81920 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,57 ms,492 Mbps,63078 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,112 ms,221 Mbps,28364 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,115 ms,404 Mbps,51814 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,135 ms,47 Mbps,6139 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,151 ms,164 Mbps,20992 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,158 ms,180 Mbps,23142 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,142 ms,130 Mbps,16691 kB/s
150.230.196.248,443,150.230.196.248,JP,Tokyo,中转,166 ms,39 Mbps,5095 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,143 ms,138 Mbps,17715 kB/s
144.24.65.251,443,144.24.65.251,KR,Seoul,中转,159 ms,44 Mbps,5759 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,157 ms,142 Mbps,18227 kB/s
138.3.254.39,443,138.3.254.39,DE,125 Mbps,16076 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,70 ms,57 Mbps,7394 kB/s
130.61.23.77,443,130.61.23.77,DE,143 Mbps,18329 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,184 ms,2 Mbps,366 kB/s
140.238.212.95,443,140.238.212.95,CH,Milan,中转,162 ms,41 Mbps,5248 kB/s
129.153.223.37,443,129.153.223.37,US,Los Angeles,中转,29 ms,880 Mbps,112640 kB/s
8.222.199.55,443,8.222.213.200,SG,Singapore,隧道,209 ms,82 Mbps,10547 kB/s
149.129.8.215,443,47.88.55.210,US,San Jose,隧道,182 ms,4 Mbps,548 kB/s
150.136.87.192,443,150.136.87.192,US,Ashburn,中转,51 ms,64 Mbps,8208 kB/s
146.56.161.131,443,107.151.176.166,US,Los Angeles,隧道,200 ms,92 Mbps,11878 kB/s
131.186.17.237,443,107.151.176.202,US,Los Angeles,隧道,175 ms,121 Mbps,15564 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,21 ms,73 Mbps,9390 kB/s
158.180.89.73,443,2603:c024:e:6666::8888,KR,Seoul,隧道,136 ms,43 Mbps,5525 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,75 ms,45 Mbps,5885 kB/s
130.162.47.22,443,2a0b:21c0:100a:1b1:0:64b9:1cd8:3936,DE,Frankfurt,隧道,141 ms,80 Mbps,10342 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,170 ms,66 Mbps,8542 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,136 ms,130 Mbps,16691 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,132 ms,135 Mbps,17305 kB/s
152.70.49.115,443,152.70.49.115,NL,Amsterdam,中转,137 ms,39 Mbps,4996 kB/s
8.219.191.139,443,8.219.96.61,SG,Singapore,隧道,225 ms,75 Mbps,9716 kB/s
