中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,61 ms,260 Mbps,33382 kB/s
150.136.241.40,443,150.136.241.40,US,Ashburn,中转,29 ms,679 Mbps,86937 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,14 ms,606 Mbps,77619 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,52 ms,377 Mbps,48332 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,66 ms,587 Mbps,75161 kB/s
35.197.23.75,443,35.233.204.31,US,Seattle,隧道,51 ms,408 Mbps,52326 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,61 ms,409 Mbps,52428 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,136 ms,358 Mbps,45875 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,53 ms,4 Mbps,563 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,52 ms,360 Mbps,46080 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,105 ms,47 Mbps,6142 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,55 ms,412 Mbps,52736 kB/s
198.46.188.190,443,2a09:bac5:a5fb:7cd::c7:9,US,Buffalo,隧道,82 ms,88 Mbps,11264 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,60 ms,449 Mbps,57548 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,113 ms,115 Mbps,14745 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,64 ms,408 Mbps,52224 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,53 ms,45 Mbps,5877 kB/s
129.153.119.97,443,129.153.119.97,US,Los Angeles,中转,63 ms,47 Mbps,6134 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,109 ms,188 Mbps,24166 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,110 ms,348 Mbps,44544 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,53 ms,343 Mbps,43929 kB/s
155.248.202.141,443,155.248.202.141,US,San Jose,中转,78 ms,50 Mbps,6445 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,96 ms,199 Mbps,25497 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,112 ms,172 Mbps,22016 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,92 ms,43 Mbps,5565 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,109 ms,177 Mbps,22732 kB/s
150.230.34.116,443,104.28.201.73,US,San Jose,隧道,52 ms,348 Mbps,44646 kB/s
35.230.79.26,443,35.233.204.31,US,Seattle,隧道,50 ms,210 Mbps,26931 kB/s
129.146.133.33,443,129.146.133.33,US,Los Angeles,中转,82 ms,292 Mbps,37478 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,106 ms,32 Mbps,4193 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,45 ms,379 Mbps,48537 kB/s
193.123.61.78,443,2a0b:21c0:100a:1b2:0:d815:3655:cc8,DE,Frankfurt,隧道,126 ms,96 Mbps,12288 kB/s
47.90.141.204,443,91.149.239.252,US,Los Angeles,隧道,88 ms,30 Mbps,3929 kB/s
141.148.225.142,443,141.148.225.142,NL,Amsterdam,中转,101 ms,123 Mbps,15769 kB/s
144.21.51.110,443,144.21.51.110,GB,London,中转,176 ms,212 Mbps,27238 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,248 ms,116 Mbps,14950 kB/s
192.9.224.194,443,192.9.224.194,US,San Jose,中转,69 ms,48 Mbps,6263 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,132 ms,672 Mbps,86118 kB/s
8.222.193.65,443,8.222.193.65,SG,Singapore,中转,213 ms,62 Mbps,7977 kB/s
8.219.111.175,443,8.219.111.175,SG,Singapore,中转,214 ms,68 Mbps,8774 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,149 ms,17 Mbps,2200 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,109 ms,189 Mbps,24268 kB/s
130.162.36.58,443,2a0b:21c0:100a:1b7:0:615b:4891:6a04,DE,Frankfurt,隧道,106 ms,104 Mbps,13312 kB/s
45.32.25.171,443,45.32.25.171,JP,Tokyo,中转,147 ms,117 Mbps,15052 kB/s
204.216.218.114,443,204.216.218.114,IT,Paris,中转,186 ms,44 Mbps,5708 kB/s
8.219.201.245,443,8.219.201.245,SG,Singapore,中转,209 ms,58 Mbps,7510 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,172 ms,98 Mbps,12595 kB/s
141.147.90.210,443,163.123.193.23,DE,Frankfurt,隧道,183 ms,93 Mbps,11980 kB/s
152.67.44.30,443,152.67.44.30,BR,Rio de Janeiro,中转,132 ms,40 Mbps,5136 kB/s
146.56.161.229,443,146.56.161.229,KR,Tokyo,中转,228 ms,83 Mbps,10649 kB/s
138.3.222.33,443,138.3.222.33,JP,Tokyo,中转,201 ms,8 Mbps,1097 kB/s
131.186.28.236,443,131.186.28.236,KR,Tokyo,中转,260 ms,39 Mbps,4992 kB/s
8.219.200.145,443,8.219.200.145,SG,Singapore,中转,214 ms,66 Mbps,8507 kB/s
47.242.94.48,443,47.242.94.48,HK,Hong Kong,中转,188 ms,17 Mbps,2204 kB/s
64.110.103.69,443,64.110.103.69,JP,Osaka,中转,310 ms,36 Mbps,4727 kB/s
