中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.230.79.26,443,35.212.162.172,US,Seattle,隧道,28 ms,743 Mbps,95129 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,25 ms,611 Mbps,78233 kB/s
35.197.23.75,443,35.212.162.172,US,Seattle,隧道,29 ms,648 Mbps,82944 kB/s
34.82.76.253,443,34.168.231.76,US,Seattle,隧道,29 ms,773 Mbps,99020 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,105 ms,200 Mbps,25600 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Las Vegas,隧道,23 ms,58 Mbps,7428 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,3 ms,904 Mbps,115712 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,69 ms,48 Mbps,6222 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,72 ms,262 Mbps,33587 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,75 ms,354 Mbps,45363 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,16 ms,1376 Mbps,176128 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,63 ms,46 Mbps,5889 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,66 ms,336 Mbps,43008 kB/s
130.162.186.144,443,98.98.166.170,DE,Frankfurt,隧道,155 ms,75 Mbps,9625 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,104 ms,48 Mbps,6270 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,121 ms,39 Mbps,5096 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,149 ms,124 Mbps,15974 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,110 ms,5 Mbps,652 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,118 ms,47 Mbps,6134 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,163 ms,118 Mbps,15155 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,141 ms,160 Mbps,20582 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,174 ms,3 Mbps,434 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,165 ms,42 Mbps,5470 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,129 ms,42 Mbps,5430 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,153 ms,38 Mbps,4977 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,167 ms,125 Mbps,16076 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,171 ms,42 Mbps,5419 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,144 ms,42 Mbps,5398 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,177 ms,37 Mbps,4851 kB/s
143.47.176.251,443,2a0b:21c0:1007:1c7:0:3273:6368:bf50,DE,Frankfurt,隧道,162 ms,110 Mbps,14131 kB/s
149.129.8.215,443,47.88.8.186,US,San Jose,隧道,173 ms,4 Mbps,577 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,170 ms,126 Mbps,16179 kB/s
193.122.114.226,443,2602:ffe4:407:20da:0:22bd:b4fd:eb02,SG,Singapore,隧道,200 ms,91 Mbps,11673 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,203 ms,27 Mbps,3563 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,176 ms,97 Mbps,12492 kB/s
47.57.233.126,443,47.88.10.133,US,San Jose,隧道,162 ms,0 Mbps,55 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,175 ms,38 Mbps,4910 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,160 ms,17 Mbps,2274 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,187 ms,43 Mbps,5565 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,222 ms,0 Mbps,18 kB/s
193.123.80.245,443,193.123.80.245,AE,Paris,中转,275 ms,24 Mbps,3082 kB/s
