中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,12 ms,760 Mbps,97382 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,47 ms,408 Mbps,52224 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,29 ms,1 Mbps,225 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,49 ms,432 Mbps,55296 kB/s
35.197.23.75,443,35.212.238.81,US,Seattle,隧道,50 ms,477 Mbps,61132 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,59 ms,448 Mbps,57446 kB/s
35.230.79.26,443,35.212.238.81,US,Seattle,隧道,53 ms,527 Mbps,67481 kB/s
34.82.76.253,443,34.169.66.96,US,Seattle,隧道,51 ms,504 Mbps,64614 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,51 ms,454 Mbps,58163 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,108 ms,212 Mbps,27238 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,125 ms,184 Mbps,23654 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,116 ms,46 Mbps,5975 kB/s
158.101.201.244,443,163.123.193.5,DE,Munich,隧道,121 ms,174 Mbps,22323 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,119 ms,208 Mbps,26624 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,141 ms,148 Mbps,18944 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,147 ms,41 Mbps,5312 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,155 ms,39 Mbps,5020 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,115 ms,5 Mbps,694 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,173 ms,134 Mbps,17203 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,210 ms,41 Mbps,5276 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,214 ms,59 Mbps,7668 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,227 ms,37 Mbps,4811 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,202 ms,79 Mbps,10137 kB/s
