中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
194.36.24.34,443,2a0f:5707:fa21::1,US,San Jose,隧道,59 ms,604 Mbps,77312 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,9 ms,573 Mbps,73420 kB/s
91.149.239.122,443,91.149.239.122,US,Los Angeles,中转,45 ms,436 Mbps,55808 kB/s
34.82.76.253,443,34.83.158.48,US,Seattle,隧道,64 ms,405 Mbps,51916 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,13 ms,648 Mbps,82944 kB/s
138.2.75.4,443,2603:c024:4512:f299:ad15:4581:5af6:8a,SG,Singapore,隧道,239 ms,65 Mbps,8339 kB/s
150.136.87.192,443,150.136.87.192,US,Ashburn,中转,20 ms,86 Mbps,11059 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,53 ms,575 Mbps,73625 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,58 ms,540 Mbps,69222 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,68 ms,356 Mbps,45568 kB/s
168.138.90.241,443,168.138.90.241,CA,Toronto,中转,23 ms,72 Mbps,9294 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,109 ms,24 Mbps,3184 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,41 ms,70 Mbps,9002 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,59 ms,476 Mbps,60928 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,100 ms,197 Mbps,25292 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,66 ms,474 Mbps,60723 kB/s
35.197.23.75,443,35.212.227.11,US,Seattle,隧道,49 ms,472 Mbps,60416 kB/s
129.146.117.117,443,129.146.117.117,US,Los Angeles,中转,73 ms,532 Mbps,68096 kB/s
35.230.79.26,443,35.212.227.11,US,Seattle,隧道,58 ms,465 Mbps,59596 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,128 ms,172 Mbps,22118 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,101 ms,47 Mbps,6059 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,124 ms,241 Mbps,30924 kB/s
144.24.65.251,443,144.24.65.251,KR,Seoul,中转,179 ms,42 Mbps,5443 kB/s
47.90.141.204,443,91.149.239.252,US,Los Angeles,隧道,29 ms,3 Mbps,392 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,33 ms,17 Mbps,2297 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,55 ms,377 Mbps,48332 kB/s
144.24.252.15,443,144.24.252.15,CH,Zurich,中转,134 ms,41 Mbps,5289 kB/s
193.123.56.90,443,163.123.193.23,DE,Frankfurt,隧道,108 ms,228 Mbps,29286 kB/s
150.230.44.13,443,150.230.44.13,US,San Jose,中转,67 ms,362 Mbps,46387 kB/s
141.147.184.160,443,141.147.184.160,JP,Tokyo,中转,437 ms,53 Mbps,6862 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,80 ms,29 Mbps,3790 kB/s
138.2.141.3,443,2606:f240:f00:2be4:0:aed0:c76a:4d34,US,Frankfurt,隧道,121 ms,164 Mbps,21094 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,84 ms,1 Mbps,169 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,107 ms,42 Mbps,5458 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,101 ms,20 Mbps,2594 kB/s
150.230.115.129,443,2a0b:21c0:100a:1b0:0:d69b:482e:ed88,DE,Frankfurt,隧道,128 ms,204 Mbps,26112 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,145 ms,202 Mbps,25907 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,193 ms,150 Mbps,19251 kB/s
144.22.252.124,443,144.22.252.124,BR,São Paulo,中转,132 ms,140 Mbps,17920 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,120 ms,84 Mbps,10752 kB/s
141.144.197.160,443,2606:f240:f00:dd8d:0:9974:4ed5:903b,US,Frankfurt,隧道,128 ms,187 Mbps,23961 kB/s
152.67.251.232,443,152.67.251.232,US,San Jose,中转,81 ms,540 Mbps,69120 kB/s
141.144.195.62,443,98.98.166.186,US,Frankfurt,隧道,108 ms,170 Mbps,21811 kB/s
140.238.60.225,443,140.238.60.225,JP,Tokyo,中转,225 ms,57 Mbps,7380 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,110 ms,35 Mbps,4503 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,221 ms,70 Mbps,9067 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,72 ms,278 Mbps,35635 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,159 ms,207 Mbps,26521 kB/s
158.101.192.178,443,2a0b:21c0:100a:1b1:0:b406:d593:666f,DE,Frankfurt,隧道,148 ms,205 Mbps,26316 kB/s
130.61.169.24,443,130.61.169.24,DE,Frankfurt,中转,140 ms,128 Mbps,16486 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,245 ms,37 Mbps,4774 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,113 ms,42 Mbps,5442 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,226 ms,2 Mbps,335 kB/s
168.138.149.17,443,168.138.149.17,BR,São Paulo,中转,154 ms,134 Mbps,17203 kB/s
192.18.148.248,443,192.18.148.248,CA,Toronto,中转,14 ms,78 Mbps,10035 kB/s
141.147.185.63,443,141.147.185.63,JP,Tokyo,中转,254 ms,34 Mbps,4368 kB/s
158.101.204.8,443,2a0b:21c0:1007:1c9:0:cfce:191e:ab57,DE,Frankfurt,隧道,142 ms,176 Mbps,22528 kB/s
158.180.92.59,443,158.180.92.59,KR,Seoul,中转,179 ms,89 Mbps,11468 kB/s
152.70.90.168,443,2603:c022:8004:1505::5,KR,Seoul,隧道,225 ms,53 Mbps,6893 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,204 ms,35 Mbps,4586 kB/s
130.162.144.191,443,2a09:bac5:4757:1482::20b:63,KR,Seoul,隧道,206 ms,36 Mbps,4620 kB/s
129.154.207.203,443,2a09:bac1:3f00:90::22:13c,KR,Seoul,隧道,223 ms,81 Mbps,10444 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,166 ms,90 Mbps,11571 kB/s
138.3.240.63,443,138.3.240.63,DE,Frankfurt,中转,132 ms,41 Mbps,5354 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,192 ms,48 Mbps,6267 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,108 ms,29 Mbps,3733 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,169 ms,136 Mbps,17408 kB/s
141.147.163.68,443,141.147.163.68,JP,Tokyo,中转,239 ms,84 Mbps,10752 kB/s
152.67.203.34,443,104.28.207.57,KR,Seoul,隧道,172 ms,102 Mbps,13107 kB/s
149.129.8.215,443,47.88.8.186,4 Mbps,533 kB/s
47.254.26.25,,,隧道,0 ms,null Mbps,null kB/s
152.70.54.161,443,2a0b:21c0:1007:1ca:0:663e:938a:201a,DE,Frankfurt,隧道,133 ms,211 Mbps,27033 kB/s
146.56.176.143,443,146.56.176.143,KR,Seoul,中转,234 ms,40 Mbps,5209 kB/s
155.248.181.189,443,155.248.181.189,JP,Tokyo,中转,229 ms,37 Mbps,4767 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,190 ms,69 Mbps,8913 kB/s
129.154.46.115,443,104.28.201.82,IN,Hyderabad,隧道,290 ms,33 Mbps,4251 kB/s
138.2.56.246,443,138.2.56.246,JP,Osaka,中转,307 ms,75 Mbps,9705 kB/s
138.2.107.107,443,138.2.107.107,SG,Singapore,中转,299 ms,92 Mbps,11776 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,232 ms,35 Mbps,4504 kB/s
8.222.165.104,443,8.222.165.104,SG,Singapore,中转,244 ms,0 Mbps,4 kB/s
