中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.230.79.26,443,35.212.170.84,US,Seattle,隧道,49 ms,357 Mbps,45772 kB/s
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,52 ms,478 Mbps,61235 kB/s
35.197.23.75,443,35.212.170.84,US,Seattle,隧道,48 ms,488 Mbps,62464 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,20 ms,1088 Mbps,139264 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,10 ms,425 Mbps,54476 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,61 ms,396 Mbps,50790 kB/s
129.146.46.164,443,129.146.46.164,,colo.txt:Los Angeles,中转,0 ms,223 Mbps,28569 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,67 ms,341 Mbps,43724 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,24 ms,1120 Mbps,143360 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,52 ms,452 Mbps,57856 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,54 ms,346 Mbps,44339 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,122 ms,189 Mbps,24268 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,118 ms,191 Mbps,24473 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,115 ms,219 Mbps,28057 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,104 ms,200 Mbps,25600 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,111 ms,47 Mbps,6077 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,113 ms,46 Mbps,6005 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,118 ms,46 Mbps,5998 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,141 ms,144 Mbps,18432 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,149 ms,0 Mbps,102 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,173 ms,91 Mbps,11673 kB/s
168.138.50.249,443,168.138.50.249,JP,Osaka,中转,164 ms,34 Mbps,4407 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,195 ms,32 Mbps,4180 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,271 ms,7 Mbps,924 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,172 ms,9 Mbps,1252 kB/s
149.129.8.215,443,47.254.26.25,US,San Jose,隧道,209 ms,0 Mbps,115 kB/s
47.57.233.126,443,47.89.252.205,US,San Jose,隧道,196 ms,0 Mbps,5 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,431 ms,0 Mbps,7 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,60 ms,249 Mbps,31948 kB/s
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,0 ms,0 Mbps,1 kB/s
