中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.139.160,443,192.9.139.160,US,San Jose,中转,24 ms,816 Mbps,104448 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,25 ms,864 Mbps,110592 kB/s
35.197.23.75,443,35.212.128.242,US,Seattle,隧道,37 ms,592 Mbps,75776 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,27 ms,800 Mbps,102400 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,40 ms,463 Mbps,59289 kB/s
35.230.79.26,443,35.212.128.242,US,Seattle,隧道,35 ms,243 Mbps,31129 kB/s
34.82.76.253,443,34.169.66.96,US,Seattle,隧道,37 ms,638 Mbps,81715 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,34 ms,565 Mbps,72396 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,41 ms,556 Mbps,71168 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,36 ms,692 Mbps,88678 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,83 ms,3 Mbps,419 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,131 ms,192 Mbps,24678 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,148 ms,154 Mbps,19763 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,128 ms,40 Mbps,5177 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,127 ms,39 Mbps,5049 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,133 ms,43 Mbps,5566 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,139 ms,129 Mbps,16588 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,136 ms,127 Mbps,16281 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,161 ms,48 Mbps,6230 kB/s
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,184 ms,1 Mbps,198 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,192 ms,42 Mbps,5465 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,136 ms,41 Mbps,5293 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,163 ms,34 Mbps,4426 kB/s
