中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.7.98,443,2a09:bac5:60ed:1173::1bd:f8,US,Los Angeles,隧道,88 ms,66 Mbps,8548 kB/s
150.136.87.192,443,150.136.87.192,US,Ashburn,中转,26 ms,62 Mbps,8056 kB/s
168.138.90.241,443,168.138.90.241,CA,Toronto,中转,26 ms,54 Mbps,6921 kB/s
91.149.239.122,443,91.149.239.122,US,Los Angeles,中转,88 ms,284 Mbps,36352 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,37 ms,432 Mbps,55296 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,105 ms,100 Mbps,12800 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,23 ms,584 Mbps,74752 kB/s
34.82.76.253,443,34.83.158.48,US,Seattle,隧道,87 ms,358 Mbps,45875 kB/s
138.2.144.1,443,2606:f240:f00:46c4:0:7292:7b3a:4b14,US,Frankfurt,隧道,95 ms,255 Mbps,32665 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,100 ms,275 Mbps,35225 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,99 ms,362 Mbps,46387 kB/s
35.197.23.75,443,35.212.251.233,US,Seattle,隧道,82 ms,380 Mbps,48640 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,33 ms,1 Mbps,232 kB/s
35.230.79.26,443,35.212.251.233,US,Seattle,隧道,76 ms,344 Mbps,44134 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,80 ms,268 Mbps,34304 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,98 ms,228 Mbps,29286 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,79 ms,292 Mbps,37478 kB/s
144.22.252.124,443,144.22.252.124,BR,S
