中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.7.98,443,2a09:bac1:7680:e18::26b:39,US,Los Angeles,隧道,18 ms,76 Mbps,9794 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,27 ms,338 Mbps,43315 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,22 ms,2200 Mbps,281600 kB/s
35.230.79.26,443,34.83.26.184,US,Seattle,隧道,28 ms,816 Mbps,104448 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,55 ms,59 Mbps,7596 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,88 ms,717 Mbps,91852 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,23 ms,636 Mbps,81510 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,27 ms,1600 Mbps,204800 kB/s
43.153.103.203,443,43.153.103.203,1416 Mbps,181248 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,29 ms,1 Mbps,175 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,20 ms,540 Mbps,69120 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,34 ms,654 Mbps,83763 kB/s
35.197.23.75,443,34.83.26.184,US,Seattle,隧道,71 ms,788 Mbps,100864 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,65 ms,332 Mbps,42496 kB/s
152.67.233.64,443,2603:c024:c004:dd3f:333e:3245:d0f3:9f67,US,San Jose,隧道,24 ms,1064 Mbps,136192 kB/s
129.153.119.97,443,129.153.119.97,US,Los Angeles,中转,18 ms,57 Mbps,7394 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,96 ms,1328 Mbps,169984 kB/s
198.46.188.190,443,2a09:bac5:a5fb:7cd::c7:c,US,Buffalo,隧道,82 ms,92 Mbps,11878 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,68 ms,497 Mbps,63692 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,60 ms,333 Mbps,42700 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,85 ms,34 Mbps,4372 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,78 ms,19 Mbps,2482 kB/s
43.131.49.250,443,43.131.49.250,DE,Frankfurt,中转,150 ms,76 Mbps,9798 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,66 ms,328 Mbps,42086 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,105 ms,175 Mbps,22425 kB/s
64.110.103.69,443,64.110.103.69,JP,Osaka,中转,150 ms,29 Mbps,3789 kB/s
47.236.130.95,443,47.236.130.95,SG,Singapore,中转,171 ms,67 Mbps,8628 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,210 ms,39 Mbps,5074 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,153 ms,104 Mbps,13312 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,149 ms,87 Mbps,11161 kB/s
8.219.201.245,443,8.219.201.245,SG,Singapore,中转,171 ms,87 Mbps,11161 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,97 ms,43 Mbps,5508 kB/s
129.80.116.250,443,2603:c020:4008:16ca:19e9:40f5:b8a0:c008,US,Ashburn,隧道,77 ms,44 Mbps,5678 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,153 ms,137 Mbps,17612 kB/s
8.222.193.65,443,8.222.193.65,SG,Singapore,中转,174 ms,95 Mbps,12185 kB/s
141.144.232.159,443,141.144.232.159,DE,Frankfurt,中转,148 ms,43 Mbps,5568 kB/s
47.74.4.97,443,47.74.4.97,JP,Tokyo,中转,110 ms,35 Mbps,4602 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,172 ms,3 Mbps,420 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,154 ms,107 Mbps,13721 kB/s
129.154.50.220,443,129.154.50.220,KR,Hong Kong,中转,133 ms,104 Mbps,13312 kB/s
8.219.111.175,443,8.219.111.175,SG,Singapore,中转,171 ms,70 Mbps,9067 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,148 ms,41 Mbps,5365 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,147 ms,119 Mbps,15257 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,157 ms,104 Mbps,13414 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,171 ms,44 Mbps,5660 kB/s
8.219.42.72,443,8.219.42.72,SG,Singapore,中转,171 ms,68 Mbps,8748 kB/s
35.198.83.144,443,2a0b:21c0:1007:c9:0:28ce:7901:d5cd,DE,Frankfurt,隧道,163 ms,96 Mbps,12288 kB/s
34.154.110.117,443,2a0b:21c0:100a:1b7:0:1acd:13ef:4226,DE,Frankfurt,隧道,169 ms,73 Mbps,9440 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,155 ms,102 Mbps,13107 kB/s
8.219.110.248,,,隧道,0 ms,null Mbps,null kB/s
8.219.198.34,443,8.219.198.34,SG,Singapore,中转,171 ms,65 Mbps,8372 kB/s
168.138.201.0,443,168.138.201.0,JP,Tokyo,中转,151 ms,39 Mbps,5029 kB/s
8.219.126.240,443,8.219.126.240,SG,Singapore,中转,173 ms,86 Mbps,11059 kB/s
144.24.85.158,443,144.24.85.158,KR,Seoul,中转,138 ms,67 Mbps,8587 kB/s
8.219.164.237,443,8.219.164.237,SG,Singapore,中转,170 ms,71 Mbps,9127 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,146 ms,133 Mbps,17100 kB/s
138.3.223.10,443,2602:ffe4:407:20da:0:8c69:5d26:90cc,SG,Singapore,隧道,172 ms,104 Mbps,13312 kB/s
8.219.174.142,443,8.219.174.142,SG,Singapore,中转,171 ms,104 Mbps,13312 kB/s
193.122.58.0,443,2a0b:21c0:100a:1b1:0:8b07:c0c8:93df,DE,Frankfurt,隧道,150 ms,120 Mbps,15462 kB/s
8.219.237.250,443,8.219.237.250,SG,Singapore,中转,171 ms,104 Mbps,13414 kB/s
44.230.218.23,443,54.212.217.183,US,,隧道,23 ms,413 Mbps,52940 kB/s
