中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,21 ms,764 Mbps,97792 kB/s
35.197.23.75,443,35.212.174.187,US,Seattle,隧道,48 ms,513 Mbps,65740 kB/s
35.230.79.26,443,35.212.174.187,US,Seattle,隧道,49 ms,533 Mbps,68300 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,50 ms,418 Mbps,53555 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,43 ms,432 Mbps,55296 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,52 ms,488 Mbps,62464 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,40 ms,507 Mbps,64921 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,52 ms,540 Mbps,69120 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,44 ms,391 Mbps,50073 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,64 ms,2 Mbps,334 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,120 ms,199 Mbps,25497 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,113 ms,40 Mbps,5206 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,119 ms,172 Mbps,22016 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,123 ms,163 Mbps,20889 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,149 ms,42 Mbps,5394 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,145 ms,31 Mbps,4000 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,136 ms,144 Mbps,18534 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,173 ms,42 Mbps,5464 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,126 ms,48 Mbps,6160 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,198 ms,1 Mbps,184 kB/s
