中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Ashburn,中转,37 ms,545 Mbps,69836 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,33 ms,648 Mbps,82944 kB/s
158.101.24.17,443,158.101.24.17,US,Los Angeles,中转,60 ms,48 Mbps,6169 kB/s
192.18.128.200,443,2603:c024:c012:de20:522a:c213:b2be:66e4,US,San Jose,隧道,69 ms,43 Mbps,5563 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,72 ms,128 Mbps,16384 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,93 ms,222 Mbps,28467 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,69 ms,285 Mbps,36556 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,,colo.txt:Los Angeles,隧道,0 ms,38 Mbps,4960 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,91 ms,204 Mbps,26214 kB/s
144.22.252.124,443,144.22.252.124,BR,São Paulo,中转,116 ms,152 Mbps,19456 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,25 ms,39 Mbps,5083 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,131 ms,262 Mbps,33587 kB/s
130.61.222.184,443,130.61.222.184,DE,Frankfurt,中转,90 ms,204 Mbps,26112 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,65 ms,226 Mbps,28979 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,86 ms,43 Mbps,5597 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,65 ms,308 Mbps,39424 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,94 ms,246 Mbps,31539 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,90 ms,181 Mbps,23244 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,75 ms,288 Mbps,36966 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,83 ms,403 Mbps,51609 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,92 ms,221 Mbps,28364 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,86 ms,212 Mbps,27238 kB/s
152.67.65.201,443,152.67.65.201,CH,Zurich,中转,99 ms,48 Mbps,6200 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,91 ms,41 Mbps,5298 kB/s
193.122.58.158,443,193.122.58.158,DE,Paris,中转,90 ms,1 Mbps,241 kB/s
