中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.197.23.75,443,35.212.183.118,US,Seattle,隧道,34 ms,594 Mbps,76083 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,12 ms,816 Mbps,104448 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,75 ms,412 Mbps,52736 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,108 ms,258 Mbps,33075 kB/s
34.82.76.253,443,35.185.230.104,US,Seattle,隧道,38 ms,764 Mbps,97792 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,9 ms,1976 Mbps,252928 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,20 ms,638 Mbps,81715 kB/s
35.230.79.26,443,35.212.183.118,US,Seattle,隧道,25 ms,808 Mbps,103424 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,9 ms,800 Mbps,102400 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,22 ms,66 Mbps,8553 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,8 ms,653 Mbps,83660 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,19 ms,83 Mbps,10649 kB/s
129.146.7.98,443,2a09:bac5:60e9:78::c:37f,US,Los Angeles,隧道,18 ms,59 Mbps,7590 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,74 ms,366 Mbps,46899 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,87 ms,45 Mbps,5765 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,146 ms,135 Mbps,17305 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,67 ms,45 Mbps,5806 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,148 ms,148 Mbps,19046 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,170 ms,39 Mbps,5023 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,42 ms,125 Mbps,16076 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,177 ms,41 Mbps,5362 kB/s
158.101.221.74,443,2a0b:21c0:1007:1c9:0:631:1dd3:8ce7,DE,Frankfurt,隧道,177 ms,131 Mbps,16793 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,174 ms,133 Mbps,17100 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:107,KR,Seoul,隧道,144 ms,140 Mbps,18022 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,158 ms,119 Mbps,15257 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,158 ms,40 Mbps,5191 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,San Jose,隧道,113 ms,156 Mbps,20070 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,84 ms,39 Mbps,5000 kB/s
193.122.117.94,443,2602:ffe4:407:20d9:0:612:7174:5a66,SG,Singapore,隧道,255 ms,50 Mbps,6457 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,164 ms,42 Mbps,5421 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,164 ms,41 Mbps,5324 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,175 ms,46 Mbps,5891 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,164 ms,128 Mbps,16384 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,170 ms,3 Mbps,436 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,173 ms,43 Mbps,5596 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,163 ms,147 Mbps,18841 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,152 ms,43 Mbps,5546 kB/s
130.162.144.191,443,2a09:bac5:4732:155::22:11d,KR,Seoul,隧道,147 ms,41 Mbps,5350 kB/s
168.138.50.249,443,168.138.50.249,JP,Osaka,中转,180 ms,36 Mbps,4647 kB/s
168.138.149.17,443,168.138.149.17,BR,São Paulo,中转,186 ms,85 Mbps,10956 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,155 ms,41 Mbps,5328 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,166 ms,153 Mbps,19660 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,186 ms,34 Mbps,4459 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,148 ms,119 Mbps,15257 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,171 ms,42 Mbps,5463 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,165 ms,34 Mbps,4358 kB/s
47.90.141.204,443,91.149.239.234,US,Los Angeles,隧道,71 ms,2 Mbps,279 kB/s
47.57.233.126,443,47.254.17.16,US,San Jose,隧道,157 ms,0 Mbps,34 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,255 ms,72 Mbps,9291 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,193 ms,37 Mbps,4793 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,167 ms,32 Mbps,4208 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,205 ms,159 Mbps,20377 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,135 ms,46 Mbps,5991 kB/s
146.56.154.57,443,2602:ffe4:407:20da:0:4f25:61d9:10a7,SG,Singapore,隧道,275 ms,63 Mbps,8081 kB/s
149.129.8.215,443,47.88.8.186,US,San Jose,隧道,174 ms,3 Mbps,414 kB/s
168.138.165.174,443,168.138.165.174,SG,San Jose,中转,185 ms,23 Mbps,3067 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,369 ms,0 Mbps,13 kB/s
193.123.80.245,443,193.123.80.245,AE,Amsterdam,中转,257 ms,15 Mbps,1926 kB/s
