中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,4 ms,75 Mbps,9691 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,20 ms,824 Mbps,105472 kB/s
35.230.79.26,443,35.212.227.159,US,Seattle,隧道,70 ms,368 Mbps,47206 kB/s
35.197.23.75,443,35.212.227.159,US,Seattle,隧道,69 ms,378 Mbps,48435 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,70 ms,332 Mbps,42496 kB/s
34.82.76.253,443,34.169.31.209,US,Seattle,隧道,72 ms,93 Mbps,11980 kB/s
141.144.198.61,443,2606:f240:f00:83a7:0:b900:851a:b2ee,DE,Frankfurt,隧道,93 ms,244 Mbps,31334 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,74 ms,301 Mbps,38604 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,102 ms,45 Mbps,5768 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,76 ms,336 Mbps,43008 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,88 ms,45 Mbps,5822 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,92 ms,38 Mbps,4970 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,104 ms,194 Mbps,24883 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,81 ms,250 Mbps,32051 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,105 ms,247 Mbps,31641 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,102 ms,199 Mbps,25497 kB/s
152.70.155.147,443,152.70.155.147,US,Chicago,中转,105 ms,198 Mbps,25395 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,92 ms,50 Mbps,6422 kB/s
129.159.84.71,443,129.159.84.71,US,Paris,中转,43 ms,0 Mbps,89 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,172 ms,114 Mbps,14643 kB/s
184.169.181.217,443,184.169.181.217,US,London,中转,69 ms,128 Mbps,16486 kB/s
168.138.46.67,443,168.138.46.67,JP,Tokyo,中转,178 ms,19 Mbps,2531 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,176 ms,36 Mbps,4685 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,231 ms,35 Mbps,4497 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,207 ms,16 Mbps,2171 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,210 ms,6 Mbps,811 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,233 ms,4 Mbps,554 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,236 ms,0 Mbps,4 kB/s
129.146.46.164,443,129.146.46.164,US,Paris,中转,239 ms,33 Mbps,4231 kB/s
150.230.7.216,443,150.230.7.216,JP,Singapore,中转,179 ms,40 Mbps,5191 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,201 ms,35 Mbps,4503 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,204 ms,79 Mbps,10137 kB/s
