中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,33 ms,513 Mbps,65740 kB/s
129.146.46.164,443,129.146.46.164,,colo.txt:Los Angeles,中转,0 ms,262 Mbps,33587 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,77 ms,257 Mbps,32972 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,52 ms,681 Mbps,87244 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,69 ms,280 Mbps,35942 kB/s
158.101.24.17,443,158.101.24.17,US,Los Angeles,中转,65 ms,47 Mbps,6101 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,93 ms,200 Mbps,25600 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,38 ms,607 Mbps,77721 kB/s
35.230.79.26,443,34.82.236.30,US,Seattle,隧道,72 ms,280 Mbps,35942 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,93 ms,208 Mbps,26624 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,60 ms,348 Mbps,44544 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,94 ms,43 Mbps,5622 kB/s
138.3.254.39,443,138.3.254.39,185 Mbps,23756 kB/s
138.3.254.39,,,隧道,0 ms,null Mbps,null kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,65 ms,8 Mbps,1108 kB/s
129.146.7.98,443,2a09:bac5:60ef:1173::1bd:ed,US,Los Angeles,隧道,67 ms,73 Mbps,9392 kB/s
47.90.141.204,443,91.149.239.234,US,Los Angeles,隧道,45 ms,39 Mbps,5064 kB/s
130.162.181.138,443,2a0b:21c0:100a:1b2:0:8f97:5a74:415d,DE,Frankfurt,隧道,101 ms,221 Mbps,28364 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,64 ms,100 Mbps,12902 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,67 ms,262 Mbps,33587 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,94 ms,224 Mbps,28672 kB/s
35.197.23.75,443,34.82.236.30,US,Seattle,隧道,66 ms,334 Mbps,42803 kB/s
141.148.225.108,443,2a0b:21c0:100a:1b5:0:626a:95a0:4b5a,DE,Frankfurt,隧道,92 ms,130 Mbps,16691 kB/s
192.9.158.188,443,2a09:bac5:6445:1250::1d3:71,US,San Jose,隧道,72 ms,192 Mbps,24678 kB/s
130.61.23.77,443,130.61.23.77,116 Mbps,14950 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,95 ms,234 Mbps,30003 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,85 ms,50 Mbps,6419 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,88 ms,26 Mbps,3401 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,69 ms,337 Mbps,43212 kB/s
140.84.179.114,443,140.84.179.114,MX,Dallas,中转,101 ms,461 Mbps,59084 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,65 ms,27 Mbps,3556 kB/s
129.153.223.37,443,129.153.223.37,US,Los Angeles,中转,122 ms,325 Mbps,41676 kB/s
141.147.40.199,443,2a0b:21c0:1007:1c7:0:7c2a:d9fa:165a,DE,Frankfurt,隧道,177 ms,214 Mbps,27443 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,107 ms,226 Mbps,28979 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,97 ms,24 Mbps,3138 kB/s
129.146.60.210,443,129.146.60.210,US,Los Angeles,中转,101 ms,316 Mbps,40448 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,161 ms,101 Mbps,13004 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,176 ms,238 Mbps,30515 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,85 ms,45 Mbps,5776 kB/s
140.238.212.95,443,140.238.212.95,CH,Zurich,中转,101 ms,40 Mbps,5222 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,123 ms,215 Mbps,27545 kB/s
129.159.31.192,443,2a0b:21c0:1007:1c9:0:af9a:720a:290f,DE,Frankfurt,隧道,94 ms,194 Mbps,24883 kB/s
141.144.207.206,443,2606:f240:f00:2be4:0:7f58:4564:774c,US,Frankfurt,隧道,92 ms,244 Mbps,31232 kB/s
130.162.186.92,443,163.123.193.7,DE,Frankfurt,隧道,97 ms,227 Mbps,29081 kB/s
144.22.252.124,443,144.22.252.124,BR,S
