中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.139.160,443,192.9.139.160,US,San Jose,中转,1 ms,856 Mbps,109568 kB/s
35.197.23.75,443,35.212.184.110,US,Seattle,隧道,24 ms,776 Mbps,99430 kB/s
184.169.181.217,443,184.169.181.217,US,Los Angeles,中转,4 ms,1496 Mbps,191488 kB/s
35.230.79.26,443,35.212.184.110,US,Seattle,隧道,21 ms,912 Mbps,116736 kB/s
129.146.46.164,443,129.146.46.164,US,336 Mbps,43008 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,22 ms,610 Mbps,78131 kB/s
34.82.76.253,443,34.105.33.19,US,Seattle,隧道,21 ms,912 Mbps,116736 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,75 ms,342 Mbps,43827 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,73 ms,5 Mbps,668 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,112 ms,51 Mbps,6565 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,114 ms,49 Mbps,6323 kB/s
3.112.21.102,443,3.112.21.102,JP,Hong Kong,中转,109 ms,176 Mbps,22630 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,160 ms,123 Mbps,15769 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,144 ms,45 Mbps,5887 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,161 ms,141 Mbps,18124 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,158 ms,118 Mbps,15155 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,161 ms,41 Mbps,5312 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,165 ms,12 Mbps,1558 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,172 ms,10 Mbps,1315 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,183 ms,44 Mbps,5688 kB/s
168.138.212.80,443,168.138.212.80,JP,Singapore,中转,112 ms,43 Mbps,5617 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,165 ms,40 Mbps,5195 kB/s
