中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,69 ms,278 Mbps,35635 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,145 ms,513 Mbps,65740 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,33 ms,514 Mbps,65843 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,149 ms,179 Mbps,22937 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,134 ms,45 Mbps,5786 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,61 ms,42 Mbps,5496 kB/s
158.101.214.203,443,2606:f240:f00:2be4:0:c62f:3c68:8526,US,Frankfurt,隧道,90 ms,219 Mbps,28057 kB/s
141.145.217.226,443,141.145.217.226,FR,Paris,中转,89 ms,47 Mbps,6088 kB/s
35.230.79.26,443,34.169.47.4,US,Seattle,隧道,67 ms,312 Mbps,40038 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,159 ms,224 Mbps,28774 kB/s
152.70.29.124,443,2606:f240:f00:dd8d:0:2ea4:fe8d:5481,US,Frankfurt,隧道,90 ms,212 Mbps,27238 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,63 ms,237 Mbps,30412 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,24 ms,661 Mbps,84684 kB/s
192.9.138.241,443,192.9.138.241,,colo.txt:San Jose,中转,0 ms,276 Mbps,35328 kB/s
129.159.34.122,443,129.159.34.122,US,San Jose,中转,69 ms,50 Mbps,6464 kB/s
43.131.49.250,443,43.131.49.250,DE,Frankfurt,中转,90 ms,216 Mbps,27648 kB/s
138.3.254.39,443,138.3.254.39,,colo.txt:Frankfurt,中转,0 ms,210 Mbps,26931 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,85 ms,42 Mbps,5408 kB/s
35.197.23.75,443,34.169.47.4,US,Seattle,隧道,67 ms,301 Mbps,38604 kB/s
47.90.141.204,443,91.149.239.145,US,Los Angeles,隧道,110 ms,35 Mbps,4564 kB/s
158.101.208.175,443,2a0b:21c0:1007:cb:0:ba37:2aa6:8ae0,DE,Frankfurt,隧道,136 ms,212 Mbps,27238 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,84 ms,304 Mbps,39014 kB/s
150.230.34.116,443,104.28.201.73,US,San Jose,隧道,69 ms,294 Mbps,37683 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,92 ms,217 Mbps,27852 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,70 ms,271 Mbps,34713 kB/s
152.70.117.174,443,152.70.117.174,US,San Jose,中转,69 ms,297 Mbps,38092 kB/s
144.22.252.124,443,144.22.252.124,BR,S
