中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,9 ms,7 Mbps,934 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,27 ms,743 Mbps,95129 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,66 ms,276 Mbps,35430 kB/s
35.230.79.26,443,35.212.167.189,US,Seattle,隧道,72 ms,367 Mbps,47001 kB/s
35.197.23.75,443,35.212.167.189,US,Seattle,隧道,72 ms,212 Mbps,27136 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,63 ms,425 Mbps,54476 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,79 ms,287 Mbps,36761 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,76 ms,342 Mbps,43827 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,94 ms,234 Mbps,30003 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,63 ms,365 Mbps,46796 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,76 ms,311 Mbps,39833 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,74 ms,267 Mbps,34201 kB/s
34.82.76.253,443,34.169.66.96,US,Seattle,隧道,71 ms,291 Mbps,37273 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,94 ms,248 Mbps,31744 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,86 ms,47 Mbps,6023 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,99 ms,262 Mbps,33587 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,164 ms,128 Mbps,16384 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,97 ms,47 Mbps,6117 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,169 ms,45 Mbps,5851 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,167 ms,138 Mbps,17715 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,176 ms,43 Mbps,5530 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,204 ms,40 Mbps,5140 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,235 ms,1 Mbps,246 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,200 ms,74 Mbps,9582 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,245 ms,9 Mbps,1169 kB/s
