中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,65 ms,45 Mbps,5786 kB/s
198.46.188.190,443,2a09:bac5:a5fe:7cd::c7:12,US,Buffalo,隧道,32 ms,88 Mbps,11264 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,62 ms,339 Mbps,43417 kB/s
35.230.79.26,443,34.82.144.89,US,Seattle,隧道,68 ms,298 Mbps,38195 kB/s
107.172.98.6,443,107.172.98.6,US,San Jose,中转,73 ms,287 Mbps,36761 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,73 ms,283 Mbps,36249 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,73 ms,301 Mbps,38604 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,43 ms,688 Mbps,88064 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,90 ms,266 Mbps,34099 kB/s
35.197.23.75,443,34.82.144.89,US,Seattle,隧道,67 ms,344 Mbps,44032 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,105 ms,312 Mbps,39936 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,72 ms,284 Mbps,36352 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,90 ms,232 Mbps,29798 kB/s
168.138.66.11,443,168.138.66.11,CA,Toronto,中转,57 ms,70 Mbps,9055 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,75 ms,260 Mbps,33382 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,85 ms,216 Mbps,27648 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,52 ms,40 Mbps,5156 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,93 ms,210 Mbps,26931 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,90 ms,215 Mbps,27545 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,84 ms,43 Mbps,5599 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,71 ms,264 Mbps,33792 kB/s
34.82.76.253,443,34.168.34.122,US,Seattle,隧道,94 ms,326 Mbps,41779 kB/s
