中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,37 ms,556 Mbps,71168 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,64 ms,336 Mbps,43110 kB/s
129.146.7.98,443,2a09:bac1:7680:e18::1bd:50,US,Los Angeles,隧道,60 ms,72 Mbps,9253 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,97 ms,51 Mbps,6596 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,46 ms,701 Mbps,89804 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,81 ms,358 Mbps,45875 kB/s
130.61.222.184,443,130.61.222.184,DE,Frankfurt,中转,94 ms,200 Mbps,25600 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,74 ms,254 Mbps,32563 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,96 ms,198 Mbps,25395 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,69 ms,42 Mbps,5446 kB/s
152.70.117.174,443,152.70.117.174,US,San Jose,中转,70 ms,328 Mbps,42086 kB/s
35.230.79.26,443,34.169.47.4,US,Seattle,隧道,70 ms,344 Mbps,44032 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,98 ms,350 Mbps,44851 kB/s
141.147.50.74,443,2a0b:21c0:1007:c7:0:7df0:d4b5:8f99,DE,Frankfurt,隧道,104 ms,157 Mbps,20172 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,65 ms,632 Mbps,80896 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,64 ms,355 Mbps,45465 kB/s
35.197.23.75,443,34.169.47.4,US,Seattle,隧道,67 ms,342 Mbps,43827 kB/s
140.84.179.114,443,140.84.179.114,MX,Dallas,中转,99 ms,471 Mbps,60313 kB/s
150.230.34.116,443,104.28.201.73,US,San Jose,隧道,72 ms,279 Mbps,35737 kB/s
143.47.188.243,443,2a0b:21c0:100a:1b1:0:99fe:c0ef:8386,DE,Frankfurt,隧道,95 ms,126 Mbps,16179 kB/s
141.147.106.143,443,2a0b:21c0:1007:c7:0:5d10:8e52:9383,DE,Frankfurt,隧道,99 ms,156 Mbps,19968 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,93 ms,225 Mbps,28876 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,91 ms,232 Mbps,29798 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,86 ms,260 Mbps,33280 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,69 ms,148 Mbps,18944 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,107 ms,268 Mbps,34304 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,128 ms,232 Mbps,29798 kB/s
141.144.207.99,443,2a0b:21c0:1007:1c9:0:711:514e:937b,DE,Frankfurt,隧道,121 ms,146 Mbps,18739 kB/s
47.89.151.17,443,47.89.151.17,US,Ashburn,中转,66 ms,15 Mbps,1965 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,85 ms,236 Mbps,30208 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,99 ms,27 Mbps,3458 kB/s
144.21.53.157,443,2603:c020:c005:8f7e:e75d:1445:1607:a7f3,GB,London,隧道,85 ms,208 Mbps,26624 kB/s
