中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Chicago,中转,27 ms,383 Mbps,49049 kB/s
35.197.23.75,443,34.82.144.89,US,Seattle,隧道,62 ms,472 Mbps,60416 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,106 ms,189 Mbps,24268 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,97 ms,15 Mbps,2016 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,106 ms,205 Mbps,26316 kB/s
34.82.76.253,443,34.168.34.122,US,Seattle,隧道,53 ms,478 Mbps,61235 kB/s
198.46.188.190,443,2a09:bac5:a5fa:7cd::c7:12,US,Buffalo,隧道,40 ms,87 Mbps,11161 kB/s
129.146.7.98,443,2a09:bac5:60ec:183c::26a:8d,US,Los Angeles,隧道,52 ms,80 Mbps,10342 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,61 ms,371 Mbps,47513 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,12 ms,764 Mbps,97792 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,55 ms,408 Mbps,52224 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,53 ms,344 Mbps,44032 kB/s
138.3.254.39,443,138.3.254.39,DE,180 Mbps,23040 kB/s
35.230.79.26,443,34.82.144.89,US,Seattle,隧道,52 ms,448 Mbps,57446 kB/s
132.226.211.255,443,98.98.156.14,AE,Frankfurt,隧道,104 ms,102 Mbps,13107 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,51 ms,381 Mbps,48844 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,103 ms,106 Mbps,13619 kB/s
8.209.125.168,443,98.98.156.18,AE,Frankfurt,隧道,101 ms,109 Mbps,14028 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,57 ms,28 Mbps,3689 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,62 ms,264 Mbps,33894 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,106 ms,50 Mbps,6435 kB/s
