中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
3.144.191.4,443,3.144.191.4,US,Columbus,中转,25 ms,472 Mbps,60416 kB/s
129.146.7.98,443,2a09:bac1:76c0:e18::1bd:d6,US,Los Angeles,隧道,72 ms,85 Mbps,10956 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,86 ms,261 Mbps,33484 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,77 ms,192 Mbps,24576 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,78 ms,46 Mbps,5894 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,46 ms,440 Mbps,56422 kB/s
35.230.79.26,443,34.169.20.76,US,Seattle,隧道,88 ms,329 Mbps,42188 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,87 ms,41 Mbps,5314 kB/s
141.147.50.203,443,2a0b:21c0:100a:1b1:0:6651:2906:7224,DE,Frankfurt,隧道,100 ms,108 Mbps,13926 kB/s
34.82.76.253,443,34.19.48.92,US,Seattle,隧道,84 ms,329 Mbps,42188 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,84 ms,316 Mbps,40550 kB/s
192.18.134.231,443,192.18.134.231,US,San Jose,中转,78 ms,275 Mbps,35225 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,36 ms,398 Mbps,50995 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,93 ms,245 Mbps,31436 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,111 ms,224 Mbps,28774 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,96 ms,282 Mbps,36147 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,91 ms,411 Mbps,52633 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,90 ms,294 Mbps,37683 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,85 ms,324 Mbps,41574 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,88 ms,18 Mbps,2394 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,125 ms,185 Mbps,23756 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,75 ms,290 Mbps,37171 kB/s
35.197.23.75,443,34.169.20.76,US,Seattle,隧道,98 ms,284 Mbps,36352 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,89 ms,243 Mbps,31129 kB/s
192.9.138.241,443,192.9.138.241,,San Jose,中转,0 ms,284 Mbps,36352 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,134 ms,30 Mbps,3932 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,99 ms,158 Mbps,20275 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,86 ms,269 Mbps,34508 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,84 ms,433 Mbps,55500 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,84 ms,240 Mbps,30720 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,95 ms,221 Mbps,28364 kB/s
152.67.65.201,443,152.67.65.201,CH,Zurich,中转,113 ms,48 Mbps,6163 kB/s
134.65.59.100,443,134.65.59.100,GB,London,中转,85 ms,0 Mbps,39 kB/s
155.248.202.141,443,155.248.202.141,US,San Jose,中转,86 ms,49 Mbps,6314 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,112 ms,254 Mbps,32563 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,84 ms,28 Mbps,3708 kB/s
129.146.240.62,443,129.146.240.62,US,Los Angeles,中转,140 ms,319 Mbps,40857 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,188 ms,117 Mbps,15052 kB/s
152.67.44.30,443,152.67.44.30,BR,S
