中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,34 ms,6 Mbps,801 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,48 ms,426 Mbps,54579 kB/s
129.146.46.164,443,129.146.46.164,345 Mbps,44236 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,23 ms,781 Mbps,100044 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,52 ms,512 Mbps,65536 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,41 ms,408 Mbps,52326 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,40 ms,513 Mbps,65740 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,42 ms,512 Mbps,65638 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,59 ms,454 Mbps,58163 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,119 ms,195 Mbps,24985 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,116 ms,165 Mbps,21196 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,111 ms,40 Mbps,5146 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,133 ms,152 Mbps,19456 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,149 ms,40 Mbps,5175 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,143 ms,40 Mbps,5184 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,170 ms,38 Mbps,4897 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,124 ms,41 Mbps,5368 kB/s
35.197.23.75,443,35.212.174.187,US,Seattle,隧道,48 ms,486 Mbps,62259 kB/s
35.230.79.26,443,35.212.174.187,US,Seattle,隧道,48 ms,511 Mbps,65433 kB/s
