中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
184.169.181.217,443,184.169.181.217,US,San Jose,中转,1 ms,1128 Mbps,144384 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,18 ms,461 Mbps,59084 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,4 ms,896 Mbps,114688 kB/s
35.230.79.26,443,35.212.227.159,US,Seattle,隧道,21 ms,512 Mbps,65536 kB/s
35.197.23.75,443,35.212.227.159,US,Seattle,隧道,21 ms,477 Mbps,61132 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,20 ms,656 Mbps,84070 kB/s
34.82.76.253,443,34.169.31.209,US,Seattle,隧道,21 ms,1048 Mbps,134144 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,76 ms,370 Mbps,47411 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,31 ms,292 Mbps,37376 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,107 ms,240 Mbps,30822 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,113 ms,45 Mbps,5771 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,113 ms,42 Mbps,5487 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,163 ms,38 Mbps,4937 kB/s
8.219.206.24,443,47.236.1.53,SG,Singapore,隧道,170 ms,85 Mbps,10956 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,166 ms,40 Mbps,5240 kB/s
129.154.221.170,443,130.162.140.114,KR,Seoul,隧道,137 ms,129 Mbps,16588 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,155 ms,15 Mbps,2031 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,172 ms,33 Mbps,4330 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,158 ms,34 Mbps,4477 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,163 ms,0 Mbps,11 kB/s
141.144.204.181,443,2606:f240:f00:a683:0:1ebf:989a:f98a,DE,Frankfurt,隧道,181 ms,96 Mbps,12288 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,166 ms,157 Mbps,20172 kB/s
8.219.134.131,443,47.245.114.12,SG,Singapore,隧道,184 ms,79 Mbps,10137 kB/s
146.56.146.67,443,2602:ffe4:407:20d9:0:8e36:216c:32aa,SG,Singapore,隧道,211 ms,79 Mbps,10137 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,149 ms,44 Mbps,5682 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,185 ms,0 Mbps,56 kB/s
