中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
198.46.188.190,443,2a09:bac1:76a0:118::c7:c,US,Buffalo,隧道,26 ms,89 Mbps,11468 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,64 ms,266 Mbps,34099 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,53 ms,381 Mbps,48844 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,100 ms,184 Mbps,23552 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,40 ms,720 Mbps,92262 kB/s
129.153.119.97,443,129.153.119.97,US,Los Angeles,中转,52 ms,46 Mbps,6009 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,111 ms,192 Mbps,24678 kB/s
152.67.233.64,443,2603:c024:c004:dd3f:333e:3245:d0f3:9f67,US,San Jose,隧道,52 ms,156 Mbps,20070 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,50 ms,354 Mbps,45363 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,23 ms,29 Mbps,3766 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,51 ms,431 Mbps,55193 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,26 ms,944 Mbps,120832 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,66 ms,376 Mbps,48128 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,85 ms,46 Mbps,5975 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,55 ms,412 Mbps,52838 kB/s
35.230.79.26,443,35.233.204.31,US,Seattle,隧道,56 ms,397 Mbps,50892 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,54 ms,336 Mbps,43008 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,11 ms,440 Mbps,56320 kB/s
