中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.139.160,443,192.9.139.160,US,San Jose,中转,1 ms,864 Mbps,110592 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,5 ms,1232 Mbps,157696 kB/s
34.82.76.253,443,34.83.144.186,US,Seattle,隧道,21 ms,904 Mbps,115712 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,11 ms,1072 Mbps,137216 kB/s
35.230.79.26,443,35.212.232.22,US,Seattle,隧道,22 ms,710 Mbps,90931 kB/s
35.197.23.75,443,35.212.232.22,US,Seattle,隧道,21 ms,781 Mbps,100044 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,24 ms,468 Mbps,59904 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,57 ms,274 Mbps,35123 kB/s
184.169.181.217,443,184.169.181.217,US,Amsterdam,中转,5 ms,121 Mbps,15564 kB/s
168.138.46.67,443,168.138.46.67,JP,Hong Kong,中转,112 ms,45 Mbps,5776 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,103 ms,267 Mbps,34201 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,175 ms,44 Mbps,5667 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,158 ms,127 Mbps,16281 kB/s
64.110.104.30,443,64.110.104.30,JP,Hong Kong,中转,113 ms,35 Mbps,4595 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,177 ms,41 Mbps,5254 kB/s
18.184.55.249,443,18.184.55.249,DE,Düsseldorf,中转,156 ms,154 Mbps,19763 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,177 ms,43 Mbps,5619 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,164 ms,24 Mbps,3140 kB/s
193.123.38.223,443,2606:f240:f00:dd8d:0:3dd2:fadf:bc85,DE,Frankfurt,隧道,157 ms,128 Mbps,16384 kB/s
158.180.89.154,443,2602:ffe4:407:20d9:0:400:b01e:bdf0,SG,Singapore,隧道,191 ms,92 Mbps,11878 kB/s
64.110.101.125,443,64.110.101.125,JP,Singapore,中转,114 ms,62 Mbps,8049 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,176 ms,45 Mbps,5808 kB/s
168.138.212.80,443,168.138.212.80,JP,Los Angeles,中转,110 ms,43 Mbps,5618 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,160 ms,117 Mbps,15052 kB/s
131.186.17.132,443,131.186.17.132,KR,Hong Kong,中转,138 ms,44 Mbps,5654 kB/s
152.70.62.177,443,2606:f240:f00:6acf:0:8ac9:98f8:d63,DE,Frankfurt,隧道,167 ms,121 Mbps,15564 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,179 ms,109 Mbps,14028 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,242 ms,35 Mbps,4578 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,178 ms,4 Mbps,538 kB/s
129.159.84.71,443,129.159.84.71,US,Amsterdam,中转,182 ms,0 Mbps,18 kB/s
64.110.75.145,443,64.110.75.145,KR,Paris,中转,134 ms,17 Mbps,2246 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,163 ms,0 Mbps,15 kB/s
