中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,67 ms,303 Mbps,38809 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,76 ms,284 Mbps,36454 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,25 ms,474 Mbps,60723 kB/s
141.144.194.57,443,2606:f240:f00:2be4:0:db58:ea05:f821,US,Frankfurt,隧道,94 ms,224 Mbps,28774 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,94 ms,228 Mbps,29184 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,18 ms,96 Mbps,12288 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,95 ms,218 Mbps,27955 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,64 ms,339 Mbps,43417 kB/s
152.70.49.115,443,152.70.49.115,NL,Amsterdam,中转,85 ms,35 Mbps,4573 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,24 ms,7 Mbps,964 kB/s
138.3.254.39,443,138.3.254.39,200 Mbps,25600 kB/s
158.101.24.17,443,158.101.24.17,US,Los Angeles,中转,54 ms,50 Mbps,6494 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,37 ms,560 Mbps,71680 kB/s
35.197.23.75,443,34.82.236.30,US,Seattle,隧道,65 ms,350 Mbps,44851 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,37 ms,514 Mbps,65843 kB/s
129.159.205.103,443,129.159.205.103,DE,Frankfurt,中转,93 ms,51 Mbps,6654 kB/s
141.144.203.197,443,2a0b:21c0:1007:1c7:0:f896:7a81:2719,DE,Frankfurt,隧道,91 ms,208 Mbps,26624 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,104 ms,282 Mbps,36147 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,92 ms,232 Mbps,29696 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,66 ms,340 Mbps,43622 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,221 ms,110 Mbps,14131 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,137 ms,93 Mbps,11980 kB/s
141.147.40.199,443,2a0b:21c0:1007:1c7:0:7c2a:d9fa:165a,DE,Frankfurt,隧道,110 ms,217 Mbps,27852 kB/s
192.9.158.188,443,2a09:bac5:6442:1246::1d2:5b,US,San Jose,隧道,101 ms,201 Mbps,25804 kB/s
140.84.179.114,443,140.84.179.114,MX,Dallas,中转,116 ms,440 Mbps,56320 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,91 ms,223 Mbps,28569 kB/s
193.123.38.126,443,2a0b:21c0:1007:1c9:0:284:d363:c9a1,DE,Frankfurt,隧道,92 ms,210 Mbps,26931 kB/s
129.80.222.224,443,129.80.222.224,US,Ashburn,中转,132 ms,335 Mbps,42905 kB/s
129.146.168.102,443,104.28.205.110,US,Los Angeles,隧道,53 ms,46 Mbps,5908 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,85 ms,45 Mbps,5765 kB/s
138.3.249.67,443,2a0b:21c0:100a:1b1:0:3fd2:939e:acee,DE,Frankfurt,隧道,97 ms,223 Mbps,28569 kB/s
130.61.23.77,443,130.61.23.77,104 Mbps,13312 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,69 ms,44 Mbps,5663 kB/s
150.230.44.13,443,150.230.44.13,US,San Jose,中转,133 ms,259 Mbps,33177 kB/s
138.2.176.252,443,2a0b:21c0:100a:1b5:0:8891:16c4:e346,DE,Frankfurt,隧道,93 ms,106 Mbps,13619 kB/s
35.230.79.26,443,34.82.236.30,US,Seattle,隧道,72 ms,284 Mbps,36454 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,216 ms,0 Mbps,38 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,128 ms,1 Mbps,238 kB/s
193.122.107.147,443,193.122.107.147,KR,Seoul,中转,193 ms,17 Mbps,2253 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,113 ms,27 Mbps,3515 kB/s
193.123.61.169,443,2a0b:21c0:100a:1f9:0:1551:7e72:9638,DE,Frankfurt,隧道,95 ms,203 Mbps,26009 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,258 ms,212 Mbps,27136 kB/s
140.238.212.95,443,140.238.212.95,CH,Zurich,中转,130 ms,38 Mbps,4888 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,109 ms,252 Mbps,32358 kB/s
141.147.184.160,443,141.147.184.160,JP,Tokyo,中转,217 ms,68 Mbps,8750 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,200 ms,96 Mbps,12390 kB/s
144.24.78.162,443,144.24.78.162,KR,Seoul,中转,183 ms,70 Mbps,8995 kB/s
140.238.23.148,443,140.238.23.148,KR,Seoul,中转,191 ms,38 Mbps,4886 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,183 ms,80 Mbps,10240 kB/s
193.123.81.105,443,193.123.81.105,AE,Marseille,中转,187 ms,45 Mbps,5875 kB/s
130.162.144.191,443,2a09:bac1:3f60:90::20b:3f,KR,Seoul,隧道,196 ms,26 Mbps,3402 kB/s
141.147.187.233,443,141.147.187.233,JP,Tokyo,中转,217 ms,60 Mbps,7701 kB/s
129.154.207.203,443,2a09:bac1:3f00:90::22:11b,KR,Seoul,隧道,237 ms,72 Mbps,9239 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,224 ms,35 Mbps,4498 kB/s
158.180.65.145,443,2603:c024:e:6666::6666,KR,Seoul,隧道,183 ms,32 Mbps,4182 kB/s
150.230.215.33,443,2602:ffe4:407:21d9:0:8767:ffc8:9aec,SG,Singapore,隧道,232 ms,47 Mbps,6050 kB/s
8.219.49.204,443,47.245.125.52,SG,Singapore,隧道,241 ms,48 Mbps,6221 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,198 ms,70 Mbps,9046 kB/s
158.180.89.73,443,2603:c024:e:6666::8888,KR,Seoul,隧道,183 ms,100 Mbps,12800 kB/s
150.230.221.148,443,150.230.221.148,JP,Tokyo,中转,215 ms,70 Mbps,9052 kB/s
138.2.56.246,443,138.2.56.246,JP,Osaka,中转,206 ms,72 Mbps,9274 kB/s
152.70.90.168,443,2603:c022:8004:1505::5,KR,Seoul,隧道,192 ms,81 Mbps,10444 kB/s
8.222.147.176,443,47.236.1.53,SG,Singapore,隧道,241 ms,56 Mbps,7270 kB/s
152.70.251.158,443,2602:ffe4:407:20da:0:2470:20fb:69cc,SG,Singapore,隧道,283 ms,45 Mbps,5825 kB/s
149.129.8.215,443,47.254.87.121,US,San Jose,隧道,216 ms,4 Mbps,549 kB/s
140.238.60.225,443,140.238.60.225,JP,Tokyo,中转,217 ms,64 Mbps,8255 kB/s
8.219.205.150,443,8.222.236.107,SG,Singapore,隧道,241 ms,56 Mbps,7196 kB/s
8.222.203.242,443,47.245.125.52,SG,Singapore,隧道,241 ms,56 Mbps,7214 kB/s
8.219.69.119,443,8.222.222.65,SG,Singapore,隧道,241 ms,55 Mbps,7049 kB/s
8.212.44.95,443,47.76.21.99,HK,Hong Kong,隧道,234 ms,63 Mbps,8105 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,207 ms,37 Mbps,4770 kB/s
8.219.202.219,443,47.245.84.175,SG,Singapore,隧道,241 ms,52 Mbps,6757 kB/s
