中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,26 ms,368 Mbps,47206 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,37 ms,546 Mbps,69939 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,60 ms,388 Mbps,49766 kB/s
129.146.7.98,443,2a09:bac5:60e8:183c::26a:47,US,Los Angeles,隧道,22 ms,71 Mbps,9185 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,40 ms,120 Mbps,15360 kB/s
129.159.34.122,443,129.159.34.122,US,San Jose,中转,18 ms,42 Mbps,5502 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,92 ms,621 Mbps,79564 kB/s
158.101.24.17,443,158.101.24.17,US,Los Angeles,中转,38 ms,73 Mbps,9444 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,20 ms,636 Mbps,81510 kB/s
132.226.31.178,443,2a09:bac5:60eb:1846::26b:30,US,Los Angeles,隧道,18 ms,23 Mbps,2960 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,44 ms,508 Mbps,65024 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,189 ms,130 Mbps,16691 kB/s
35.197.23.75,443,34.169.47.4,US,Seattle,隧道,40 ms,560 Mbps,71782 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,20 ms,1104 Mbps,141312 kB/s
130.61.23.77,443,130.61.23.77,,Frankfurt,中转,0 ms,126 Mbps,16179 kB/s
35.230.79.26,443,34.169.47.4,US,Seattle,隧道,41 ms,554 Mbps,70963 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,143 ms,128 Mbps,16384 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,147 ms,124 Mbps,15974 kB/s
192.18.148.248,443,192.18.148.248,CA,Toronto,中转,69 ms,49 Mbps,6338 kB/s
192.9.158.188,443,2a09:bac1:7680:1cf0::4:2f2,US,San Jose,隧道,45 ms,181 Mbps,23244 kB/s
129.80.116.250,443,2603:c020:4008:16ca:19e9:40f5:b8a0:c008,US,Ashburn,隧道,53 ms,116 Mbps,14848 kB/s
129.146.240.62,443,129.146.240.62,US,Los Angeles,中转,77 ms,444 Mbps,56832 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,57 ms,362 Mbps,46387 kB/s
47.90.141.204,443,91.149.239.234,US,Los Angeles,隧道,58 ms,28 Mbps,3588 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,113 ms,164 Mbps,21094 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,18 ms,54 Mbps,7006 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,57 ms,33 Mbps,4306 kB/s
130.61.170.78,443,130.61.170.78,DE,Frankfurt,中转,145 ms,71 Mbps,9131 kB/s
150.230.34.116,443,104.28.201.73,US,San Jose,隧道,46 ms,434 Mbps,55603 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,59 ms,364 Mbps,46592 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,169 ms,47 Mbps,6129 kB/s
131.186.57.111,443,131.186.57.111,JP,Tokyo,中转,162 ms,96 Mbps,12288 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,137 ms,42 Mbps,5444 kB/s
141.147.161.58,443,141.147.161.58,JP,Tokyo,中转,156 ms,95 Mbps,12185 kB/s
150.230.249.48,443,150.230.249.48,KR,Seoul,中转,133 ms,119 Mbps,15257 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,138 ms,116 Mbps,14950 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,133 ms,38 Mbps,4947 kB/s
141.144.201.85,443,2a0b:21c0:100a:1f9:0:59d5:72ca:209e,DE,Frankfurt,隧道,144 ms,107 Mbps,13721 kB/s
141.148.229.106,443,141.148.229.106,NL,Paris,中转,133 ms,41 Mbps,5339 kB/s
152.70.248.96,443,2a09:bac1:3f20:90::22:110,KR,Seoul,隧道,189 ms,2 Mbps,304 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,157 ms,46 Mbps,5995 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,146 ms,140 Mbps,17920 kB/s
141.147.63.196,443,98.98.156.34,DE,Frankfurt,隧道,146 ms,127 Mbps,16281 kB/s
141.147.163.68,443,141.147.163.68,JP,Tokyo,中转,169 ms,103 Mbps,13209 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,179 ms,1 Mbps,193 kB/s
144.24.90.107,443,2603:c024:4:da6e:29b:6c99:385b:c051,KR,Seoul,隧道,133 ms,37 Mbps,4736 kB/s
129.150.51.134,443,129.150.51.134,SG,Singapore,中转,176 ms,90 Mbps,11571 kB/s
