中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,117 ms,45 Mbps,5830 kB/s
130.162.228.90,443,130.162.228.90,DE,Frankfurt,中转,94 ms,50 Mbps,6410 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,35 ms,519 Mbps,66457 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,93 ms,231 Mbps,29593 kB/s
35.230.79.26,443,34.82.236.30,US,Seattle,隧道,66 ms,347 Mbps,44441 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,61 ms,97 Mbps,12492 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,73 ms,316 Mbps,40448 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,93 ms,122 Mbps,15667 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,21 ms,426 Mbps,54579 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,85 ms,50 Mbps,6400 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,6 ms,76 Mbps,9780 kB/s
35.197.23.75,443,34.82.236.30,US,Seattle,隧道,71 ms,300 Mbps,38400 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,73 ms,301 Mbps,38604 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,42 ms,766 Mbps,98099 kB/s
129.146.240.62,443,129.146.240.62,US,Los Angeles,中转,64 ms,294 Mbps,37683 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,94 ms,213 Mbps,27340 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,18 ms,102 Mbps,13107 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,94 ms,199 Mbps,25497 kB/s
192.9.138.241,443,192.9.138.241,,colo.txt:San Jose,中转,0 ms,252 Mbps,32256 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,85 ms,49 Mbps,6376 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,66 ms,361 Mbps,46284 kB/s
138.3.251.120,443,2a0b:21c0:100a:1b3:0:25dd:e9dd:b604,DE,Frankfurt,隧道,94 ms,132 Mbps,16896 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,93 ms,239 Mbps,30617 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,84 ms,256 Mbps,32870 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,71 ms,315 Mbps,40345 kB/s
143.47.240.52,443,98.98.156.26,DE,Frankfurt,隧道,99 ms,208 Mbps,26726 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,70 ms,256 Mbps,32870 kB/s
152.70.60.77,443,2a0b:21c0:100a:1b4:0:7830:36b6:ac00,DE,Frankfurt,隧道,92 ms,227 Mbps,29081 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,133 ms,45 Mbps,5863 kB/s
130.162.175.136,443,2a0b:21c0:100a:1b7:0:48e4:5218:8930,DE,Frankfurt,隧道,99 ms,203 Mbps,26009 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,59 ms,7 Mbps,975 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,97 ms,43 Mbps,5613 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,73 ms,45 Mbps,5869 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,60 ms,1 Mbps,184 kB/s
144.24.189.154,443,2606:f240:f00:a683:0:4c77:b229:cae6,US,Frankfurt,隧道,93 ms,212 Mbps,27136 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,97 ms,228 Mbps,29184 kB/s
141.147.40.199,443,2a0b:21c0:1007:1c7:0:7c2a:d9fa:165a,DE,Frankfurt,隧道,93 ms,220 Mbps,28262 kB/s
150.230.44.13,443,150.230.44.13,US,San Jose,中转,95 ms,245 Mbps,31436 kB/s
129.146.168.102,443,104.28.205.110,US,Los Angeles,隧道,149 ms,41 Mbps,5358 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,105 ms,41 Mbps,5253 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,124 ms,110 Mbps,14131 kB/s
140.84.179.114,443,140.84.179.114,MX,Dallas,中转,49 ms,380 Mbps,48742 kB/s
144.21.37.253,443,2a0b:21c0:1007:1c9:0:936c:951:c936,DE,Frankfurt,隧道,91 ms,216 Mbps,27648 kB/s
158.101.201.253,443,2a0b:21c0:1007:1c8:0:8b71:b071:127,DE,Frankfurt,隧道,149 ms,152 Mbps,19558 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,155 ms,104 Mbps,13414 kB/s
144.22.252.124,443,144.22.252.124,BR,S
