中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
34.82.76.253,443,35.233.242.94,US,Seattle,隧道,38 ms,570 Mbps,73011 kB/s
129.146.7.98,443,2a09:bac5:60ee:1846::26b:8a,US,Los Angeles,隧道,17 ms,63 Mbps,8171 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,33 ms,704 Mbps,90214 kB/s
155.248.202.141,443,155.248.202.141,US,San Jose,中转,16 ms,10 Mbps,1383 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,41 ms,790 Mbps,101171 kB/s
129.146.251.53,443,2603:c020:d:2b01:cdfa:999a:db14:e7e8,US,Los Angeles,隧道,18 ms,848 Mbps,108544 kB/s
129.146.133.33,443,129.146.133.33,US,Los Angeles,中转,46 ms,436 Mbps,55808 kB/s
35.230.79.26,443,35.233.216.70,US,Seattle,隧道,42 ms,555 Mbps,71065 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,17 ms,66 Mbps,8524 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,39 ms,484 Mbps,62054 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,108 ms,164 Mbps,21094 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,68 ms,261 Mbps,33484 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,29 ms,576 Mbps,73830 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,55 ms,747 Mbps,95641 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,24 ms,50 Mbps,6496 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,80 ms,507 Mbps,64921 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,67 ms,308 Mbps,39424 kB/s
129.154.50.220,443,129.154.50.220,KR,Seoul,中转,135 ms,64 Mbps,8239 kB/s
35.197.23.75,443,35.233.216.70,US,Seattle,隧道,84 ms,549 Mbps,70348 kB/s
129.146.220.190,443,129.146.220.190,US,Los Angeles,中转,46 ms,251 Mbps,32153 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,57 ms,419 Mbps,53657 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,187 ms,29 Mbps,3836 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,156 ms,99 Mbps,12697 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,23 ms,324 Mbps,41472 kB/s
146.56.161.229,443,146.56.161.229,KR,Seoul,中转,141 ms,121 Mbps,15564 kB/s
8.209.217.106,443,8.209.217.106,JP,Tokyo,中转,113 ms,31 Mbps,3976 kB/s
140.84.179.114,443,140.84.179.114,MX,Dallas,中转,280 ms,396 Mbps,50688 kB/s
47.251.108.178,443,47.251.108.178,US,San Jose,中转,17 ms,65 Mbps,8373 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,135 ms,128 Mbps,16486 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,149 ms,39 Mbps,5054 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,145 ms,130 Mbps,16691 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,71 ms,28 Mbps,3704 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,250 ms,104 Mbps,13312 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,166 ms,100 Mbps,12902 kB/s
152.67.78.184,443,152.67.78.184,CH,Zurich,中转,164 ms,36 Mbps,4703 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,175 ms,2 Mbps,357 kB/s
168.138.201.0,443,168.138.201.0,JP,Tokyo,中转,175 ms,16 Mbps,2144 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,149 ms,123 Mbps,15769 kB/s
150.136.240.243,443,150.136.240.243,US,Los Angeles,中转,71 ms,127 Mbps,16281 kB/s
129.154.207.203,443,2a09:bac1:3f00:90::22:100,KR,Seoul,隧道,137 ms,140 Mbps,17920 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,71 ms,359 Mbps,45977 kB/s
129.151.244.9,443,129.151.244.9,FR,Paris,中转,162 ms,120 Mbps,15360 kB/s
158.180.79.198,443,158.180.79.198,KR,Seoul,中转,137 ms,133 Mbps,17100 kB/s
129.154.59.99,443,129.154.59.99,KR,Seoul,中转,262 ms,45 Mbps,5858 kB/s
131.186.28.236,443,131.186.28.236,KR,Seoul,中转,136 ms,45 Mbps,5862 kB/s
141.147.106.84,443,2a0b:21c0:100a:1b3:0:3f0e:7feb:e51,DE,Frankfurt,隧道,159 ms,105 Mbps,13516 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,154 ms,41 Mbps,5350 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,156 ms,107 Mbps,13721 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,163 ms,41 Mbps,5290 kB/s
140.83.86.166,443,140.83.86.166,JP,Osaka,中转,162 ms,36 Mbps,4704 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,149 ms,38 Mbps,4945 kB/s
