中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,87 ms,232 Mbps,29798 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,85 ms,21 Mbps,2740 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,5 ms,80 Mbps,10240 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,69 ms,328 Mbps,42086 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,81 ms,260 Mbps,33280 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,74 ms,232 Mbps,29696 kB/s
150.230.34.116,443,104.28.201.73,US,San Jose,隧道,73 ms,283 Mbps,36249 kB/s
132.145.152.194,443,132.145.152.194,US,Ashburn,中转,4 ms,1232 Mbps,157696 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,33 ms,533 Mbps,68300 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,75 ms,269 Mbps,34508 kB/s
152.70.49.115,443,152.70.49.115,NL,Amsterdam,中转,80 ms,41 Mbps,5294 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,65 ms,317 Mbps,40652 kB/s
150.230.44.13,443,150.230.44.13,US,San Jose,中转,74 ms,240 Mbps,30822 kB/s
141.148.224.37,443,2a0b:21c0:1007:c8:0:36e0:5a3b:dd66,DE,Frankfurt,隧道,85 ms,140 Mbps,18022 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,85 ms,219 Mbps,28057 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,79 ms,542 Mbps,69427 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,78 ms,278 Mbps,35635 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,117 ms,283 Mbps,36249 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,129 ms,285 Mbps,36556 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,82 ms,256 Mbps,32768 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,19 ms,456 Mbps,58470 kB/s
129.146.220.190,443,2603:c020:b:c87e:e94d:56e:f44a:60ac,US,Los Angeles,隧道,63 ms,103 Mbps,13209 kB/s
35.230.79.26,443,35.230.48.200,US,Seattle,隧道,70 ms,326 Mbps,41779 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,69 ms,75 Mbps,9624 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,73 ms,292 Mbps,37376 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,81 ms,281 Mbps,36044 kB/s
47.254.42.167,443,47.251.149.54,US,San Jose,隧道,113 ms,3 Mbps,452 kB/s
130.162.250.180,443,2603:c020:8014:a8ee:cad4:eb37:5749:cafa,DE,Frankfurt,隧道,138 ms,104 Mbps,13312 kB/s
152.67.78.184,443,152.67.78.184,CH,Zurich,中转,164 ms,51 Mbps,6538 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,104 ms,0 Mbps,62 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,161 ms,337 Mbps,43212 kB/s
47.89.151.17,443,47.89.151.17,US,Ashburn,中转,79 ms,37 Mbps,4754 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,123 ms,313 Mbps,40140 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,115 ms,50 Mbps,6448 kB/s
35.197.23.75,443,35.230.48.200,US,Seattle,隧道,74 ms,369 Mbps,47308 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,91 ms,146 Mbps,18739 kB/s
138.2.227.94,443,138.2.227.94,US,San Jose,中转,77 ms,51 Mbps,6644 kB/s
130.61.222.184,443,130.61.222.184,DE,Frankfurt,中转,87 ms,234 Mbps,30003 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,115 ms,250 Mbps,32051 kB/s
129.151.244.9,443,129.151.244.9,FR,Marseille,中转,86 ms,256 Mbps,32768 kB/s
141.145.217.226,443,141.145.217.226,FR,Paris,中转,81 ms,54 Mbps,7001 kB/s
144.22.252.124,443,144.22.252.124,BR,S
