中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,35 ms,626 Mbps,80179 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,27 ms,629 Mbps,80588 kB/s
192.18.148.248,443,192.18.148.248,CA,Toronto,中转,43 ms,101 Mbps,13004 kB/s
35.230.79.26,443,35.212.224.237,US,Seattle,隧道,71 ms,376 Mbps,48128 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,25 ms,142 Mbps,18227 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,26 ms,7 Mbps,933 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,96 ms,44 Mbps,5677 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,88 ms,130 Mbps,16691 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,14 ms,181 Mbps,23244 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,35 ms,516 Mbps,66150 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,64 ms,271 Mbps,34713 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,61 ms,53 Mbps,6870 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,71 ms,448 Mbps,57446 kB/s
47.253.129.190,443,47.253.129.190,US,Ashburn,中转,16 ms,35 Mbps,4570 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,103 ms,240 Mbps,30822 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,91 ms,283 Mbps,36249 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,107 ms,213 Mbps,27340 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,88 ms,7 Mbps,904 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,10 ms,67 Mbps,8607 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,73 ms,287 Mbps,36761 kB/s
35.197.23.75,443,35.212.224.237,US,Seattle,隧道,116 ms,288 Mbps,36864 kB/s
130.61.23.77,443,130.61.23.77,189 Mbps,24268 kB/s
144.21.62.141,443,2a0b:21c0:1007:1ca:0:fab8:1157:2d85,DE,Frankfurt,隧道,123 ms,156 Mbps,19968 kB/s
34.82.76.253,443,104.198.8.26,US,Seattle,隧道,92 ms,360 Mbps,46182 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,102 ms,277 Mbps,35532 kB/s
168.138.90.241,443,168.138.90.241,CA,Montréal,中转,25 ms,63 Mbps,8188 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,87 ms,45 Mbps,5852 kB/s
141.148.243.63,443,2a0b:21c0:1007:c8:0:8ef2:e3cc:260e,DE,Frankfurt,隧道,104 ms,124 Mbps,15872 kB/s
132.226.31.178,443,2a09:bac5:60eb:78::c:347,US,Los Angeles,隧道,65 ms,38 Mbps,4920 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,103 ms,219 Mbps,28057 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,103 ms,230 Mbps,29491 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,99 ms,228 Mbps,29184 kB/s
154.23.240.232,443,154.23.240.232,US,Los Angeles,中转,67 ms,37 Mbps,4824 kB/s
129.153.223.37,443,129.153.223.37,US,Los Angeles,中转,73 ms,338 Mbps,43315 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,85 ms,48 Mbps,6192 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,116 ms,88 Mbps,11366 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,194 ms,116 Mbps,14848 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,120 ms,46 Mbps,5936 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,106 ms,44 Mbps,5702 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,78 ms,274 Mbps,35123 kB/s
141.145.217.226,443,141.145.217.226,FR,Paris,中转,84 ms,47 Mbps,6091 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,129 ms,43 Mbps,5562 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,76 ms,0 Mbps,58 kB/s
152.67.203.34,443,104.28.207.57,KR,Seoul,隧道,208 ms,79 Mbps,10137 kB/s
138.3.240.63,443,138.3.240.63,DE,Frankfurt,中转,140 ms,49 Mbps,6289 kB/s
158.101.24.17,443,158.101.24.17,US,Los Angeles,中转,72 ms,46 Mbps,5947 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,208 ms,133 Mbps,17100 kB/s
138.2.122.191,443,138.2.122.191,KR,Seoul,中转,214 ms,39 Mbps,5046 kB/s
64.110.66.180,443,107.151.176.202,US,Los Angeles,隧道,234 ms,86 Mbps,11059 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,239 ms,2 Mbps,311 kB/s
146.56.46.84,443,2603:c022:8007:a810::dcba,KR,Seoul,隧道,213 ms,40 Mbps,5226 kB/s
146.56.151.242,443,2607:a400:a:6c:0:9a36:e299:401c,US,Los Angeles,隧道,270 ms,55 Mbps,7164 kB/s
138.2.61.180,443,104.28.206.113,JP,Osaka,隧道,272 ms,54 Mbps,7036 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,261 ms,2 Mbps,299 kB/s
130.162.135.233,443,2607:a400:a:6c:0:4338:5287:1235,US,Los Angeles,隧道,235 ms,64 Mbps,8223 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,260 ms,36 Mbps,4735 kB/s
158.180.65.145,443,2603:c024:e:6666::6666,KR,Seoul,隧道,213 ms,36 Mbps,4690 kB/s
193.122.104.244,443,107.151.176.166,US,Los Angeles,隧道,212 ms,81 Mbps,10444 kB/s
