中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
198.46.188.190,443,2a09:bac1:76c0:118::312:1c,US,Toronto,隧道,25 ms,104 Mbps,13414 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,15 ms,728 Mbps,93286 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,61 ms,248 Mbps,31846 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,10 ms,663 Mbps,84889 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,65 ms,373 Mbps,47820 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,52 ms,413 Mbps,52940 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,59 ms,445 Mbps,57036 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,73 ms,272 Mbps,34816 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,51 ms,405 Mbps,51916 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,168 ms,408 Mbps,52326 kB/s
35.230.79.26,443,34.19.58.219,US,Seattle,隧道,57 ms,424 Mbps,54374 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,54 ms,42 Mbps,5485 kB/s
152.67.233.64,443,2603:c024:c004:dd3f:333e:3245:d0f3:9f67,US,San Jose,隧道,56 ms,245 Mbps,31436 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,105 ms,48 Mbps,6194 kB/s
47.90.141.204,443,91.149.239.70,US,Los Angeles,隧道,135 ms,25 Mbps,3220 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,52 ms,355 Mbps,45465 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,59 ms,436 Mbps,55808 kB/s
35.197.23.75,443,34.19.58.219,US,Seattle,隧道,52 ms,440 Mbps,56320 kB/s
168.138.66.11,443,168.138.66.11,CA,Montréal,中转,66 ms,81 Mbps,10444 kB/s
130.162.217.245,443,2a0b:21c0:1007:cb:0:87c8:9dbe:6904,DE,Frankfurt,隧道,105 ms,172 Mbps,22016 kB/s
129.159.47.255,443,129.159.47.255,US,San Jose,中转,75 ms,43 Mbps,5571 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,53 ms,415 Mbps,53145 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,68 ms,384 Mbps,49254 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,113 ms,145 Mbps,18636 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,105 ms,170 Mbps,21811 kB/s
129.80.116.250,443,2603:c020:4008:16ca:19e9:40f5:b8a0:c008,US,Newark,隧道,69 ms,352 Mbps,45158 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,113 ms,110 Mbps,14131 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,100 ms,42 Mbps,5483 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,96 ms,187 Mbps,23961 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,105 ms,42 Mbps,5475 kB/s
43.153.80.208,443,43.153.80.208,15 Mbps,1936 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,109 ms,203 Mbps,26009 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,148 ms,49 Mbps,6367 kB/s
204.216.218.114,443,204.216.218.114,IT,Milan,中转,120 ms,43 Mbps,5525 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,235 ms,194 Mbps,24883 kB/s
144.22.252.124,443,144.22.252.124,BR,São Paulo,中转,192 ms,130 Mbps,16691 kB/s
129.153.119.97,443,129.153.119.97,US,Los Angeles,中转,52 ms,45 Mbps,5838 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,64 ms,190 Mbps,24371 kB/s
64.110.103.69,443,64.110.103.69,35 Mbps,4514 kB/s
152.67.148.75,443,163.123.193.4,DE,Frankfurt,隧道,108 ms,164 Mbps,20992 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,175 ms,96 Mbps,12390 kB/s
129.159.130.38,443,129.159.130.38,IL,Paris,中转,143 ms,23 Mbps,2947 kB/s
