中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.139.160,443,192.9.139.160,US,San Jose,中转,4 ms,728 Mbps,93184 kB/s
35.230.79.26,443,35.212.209.68,US,Seattle,隧道,33 ms,880 Mbps,112640 kB/s
35.197.23.75,443,35.212.209.68,US,Seattle,隧道,53 ms,880 Mbps,112640 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,65 ms,389 Mbps,49868 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,16 ms,111 Mbps,14233 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,19 ms,451 Mbps,57753 kB/s
129.146.7.98,443,2a09:bac5:60eb:183c::26a:22,US,Los Angeles,隧道,26 ms,69 Mbps,8859 kB/s
34.82.76.253,443,34.19.99.159,US,Seattle,隧道,47 ms,727 Mbps,93081 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,34 ms,632 Mbps,80998 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,63 ms,50 Mbps,6459 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,60 ms,27 Mbps,3477 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,66 ms,292 Mbps,37376 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,65 ms,304 Mbps,39014 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,108 ms,240 Mbps,30822 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,71 ms,48 Mbps,6264 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,115 ms,215 Mbps,27545 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,161 ms,106 Mbps,13619 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,153 ms,117 Mbps,15052 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,104 ms,2 Mbps,301 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,147 ms,155 Mbps,19865 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,115 ms,41 Mbps,5262 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,148 ms,41 Mbps,5341 kB/s
130.162.144.191,443,2a09:bac1:3f60::20b:78,KR,Seoul,隧道,131 ms,36 Mbps,4664 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,153 ms,155 Mbps,19865 kB/s
158.101.201.244,443,2a0b:21c0:1007:1ca:0:5426:bc95:ce55,DE,Frankfurt,隧道,173 ms,141 Mbps,18124 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,174 ms,157 Mbps,20172 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,174 ms,45 Mbps,5853 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,159 ms,48 Mbps,6181 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,133 ms,155 Mbps,19865 kB/s
143.47.176.251,443,2a0b:21c0:100a:1b4:0:b6bc:f741:1fa7,DE,Frankfurt,隧道,159 ms,67 Mbps,8694 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,170 ms,43 Mbps,5545 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,156 ms,45 Mbps,5854 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,168 ms,46 Mbps,5986 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,151 ms,46 Mbps,6010 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,155 ms,118 Mbps,15155 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,182 ms,33 Mbps,4270 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,174 ms,3 Mbps,428 kB/s
149.129.8.215,443,47.88.8.186,US,San Jose,隧道,173 ms,3 Mbps,465 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,174 ms,96 Mbps,12390 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,226 ms,84 Mbps,10752 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,141 ms,12 Mbps,1614 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,155 ms,42 Mbps,5477 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,120 ms,47 Mbps,6116 kB/s
193.123.80.245,443,193.123.80.245,AE,Frankfurt,中转,252 ms,22 Mbps,2839 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,438 ms,0 Mbps,10 kB/s
